"pais","iso3","anio","indicador","codigo_indicador","tipo","modelo","valor","unidad","cobertura_institucional","fuente","nota"
"México","MEX",2029,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","ETS",23.9825,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"México","MEX",2030,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","ETS",23.9891,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"México","MEX",2031,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","ETS",23.9945,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"México","MEX",2032,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","ETS",23.999,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"México","MEX",2033,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","ETS",24.0027,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"México","MEX",2034,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","ETS",24.0057,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2000,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,24.84,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2001,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,23.017,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2002,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,22.511,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2003,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,21.948,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2004,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,18.978,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2005,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,20.147,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2006,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,22.412,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2007,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,24.943,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2008,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,23.091,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2009,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,21.792,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2010,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,22.527,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2011,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,21.591,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2012,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,21.51,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2013,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,21.053,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2014,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,19.762,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2015,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,19.088,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2016,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,19.406,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2017,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,19.299,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2018,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,18.955,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2019,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,17.76,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2020,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,17.332,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2021,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,17.299,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2022,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,17.357,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2023,"Ingresos del gobierno general","GGR_NGDP","Observado",NA,17.572,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2024,"Ingresos del gobierno general","GGR_NGDP","Estimación de la fuente",NA,15.522,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2025,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.5242,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2026,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.5162,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2027,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.5098,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2028,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.5047,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2029,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.5006,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2030,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.4974,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2031,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.4948,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2032,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.4927,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2033,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.491,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Panamá","PAN",2034,"Ingresos del gobierno general","GGR_NGDP","Proyección propia","Holt amortiguado",15.4896,"% del PIB","Gobierno general","FMI, World Economic Outlook, abril 2025",NA
"Brasil","BRA",1990,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,6.8236,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1991,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,6.9357,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1992,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.0493,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1993,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.1657,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1994,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.2849,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1995,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.4018,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1996,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.5167,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1997,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.631,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1998,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.7377,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",1999,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.8359,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2000,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,7.9322,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2001,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,8.035,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2002,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,8.15,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2003,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,8.2819,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2004,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,8.4353,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2005,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,8.6057,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2006,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,8.7924,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2007,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,8.9975,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2008,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,9.2187,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2009,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,9.4576,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2010,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,9.7149,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2011,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,9.99,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2012,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,10.291,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2013,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,10.6261,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2014,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,11.0072,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2015,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,11.4255,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2016,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,11.8604,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2017,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,12.318,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2018,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,12.8054,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2019,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.3105,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2020,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.7823,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2021,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,14.2364,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2022,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,14.7411,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2023,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,15.3155,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2024,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,15.9473,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2025,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,16.6062,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2026,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,17.2796,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2027,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,17.9658,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2028,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,18.6615,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2029,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,19.355,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2030,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,20.0333,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2031,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,20.6969,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2032,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,21.3402,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2033,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,21.9575,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2034,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,22.5672,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2035,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,23.1925,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2036,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,23.8394,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2037,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,24.5061,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2038,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,25.194,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2039,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,25.8971,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2040,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,26.6213,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2041,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,27.3826,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2042,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,28.1857,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2043,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,29.0316,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2044,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,29.9194,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2045,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,30.8471,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2046,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,31.8107,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2047,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,32.8018,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2048,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,33.8083,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2049,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,34.8135,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Brasil","BRA",2050,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,35.8081,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1990,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,9.4053,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1991,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,9.7572,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1992,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,10.1471,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1993,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,10.5469,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1994,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,10.9244,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1995,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,11.2662,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1996,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,11.574,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1997,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,11.8483,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1998,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,12.0988,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",1999,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,12.34,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2000,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,12.578,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2001,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,12.81,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2002,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.0322,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2003,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.2335,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2004,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.4211,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2005,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.6041,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2006,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.7796,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2007,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,13.959,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2008,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,14.1521,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2009,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,14.3677,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2010,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,14.6038,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2011,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,14.863,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2012,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,15.16,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2013,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,15.512,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2014,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,15.9117,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2015,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,16.3486,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2016,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,16.7814,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2017,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,17.1575,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2018,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,17.5018,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2019,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,17.8714,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2020,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,18.3102,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2021,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,18.7919,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2022,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,19.2916,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2023,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,19.8678,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2024,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,20.5157,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2025,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,21.1865,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2026,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,21.8742,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2027,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,22.5781,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2028,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,23.2978,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2029,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,24.0291,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2030,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,24.7712,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2031,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,25.5284,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2032,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,26.3101,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2033,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,27.1093,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2034,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,27.9204,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2035,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,28.7578,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2036,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,29.6255,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2037,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,30.4955,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2038,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,31.3626,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2039,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,32.2431,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2040,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,33.128,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2041,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,34.0215,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2042,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,34.926,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2043,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,35.842,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2044,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,36.7737,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2045,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,37.7296,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2046,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,38.7145,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2047,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,39.731,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2048,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,40.7959,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2049,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,41.9239,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Chile","CHL",2050,"Razón de dependencia senil (%)","WPP_RDSEN","Proyección de la fuente",NA,43.1187,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Colombia","COL",1990,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,6.518,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Colombia","COL",1991,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,6.5864,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Colombia","COL",1992,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,6.6551,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
"Colombia","COL",1993,"Razón de dependencia senil (%)","WPP_RDSEN","Observado",NA,6.7203,"%","Nacional","UN World Population Prospects 2024, revisión mediana",NA
