LocID,ISO3,country,year,un_published,un_method,tfr1,tfr1_0_14,tfr1_65p,un_0_14,un_65p,tfr2025,tfr2025_un
533,ABW,Aruba,2045,0.10270099999999999,0.10248595602942685,0.0956588561456131,0.009595648662337442,0.025617116717261836,0.015459753990425453,0.025617116717261836,1.605,1.605
533,ABW,Aruba,2050,0.100002,0.09984642044888262,0.09115987693849643,0.009311201890774525,0.024992957368554787,0.015094419802138685,0.024992957368554787,1.605,1.605
533,ABW,Aruba,2055,0.097004,0.09696124486440166,0.08644430793219778,0.008630584681970742,0.024458371688589317,0.014286086685187141,0.024458371688589317,1.605,1.605
533,ABW,Aruba,2060,0.094207,0.09421620414515013,0.08172272457012474,0.007614779122881561,0.023933848578551995,0.013305417276726924,0.023933848578551995,1.605,1.605
533,ABW,Aruba,2065,0.091589,0.09163589655050884,0.07691656892650289,0.006500245450409625,0.02322783480472677,0.012566798364640547,0.02322783480472677,1.605,1.605
533,ABW,Aruba,2070,0.08924299999999999,0.08933367322315534,0.0722232848668323,0.005554251727697127,0.023859018630696633,0.012192159990169862,0.023859018630696633,1.605,1.605
533,ABW,Aruba,2075,0.087086,0.08721087967151843,0.06769165487937275,0.004901985928059096,0.024710724631165727,0.011985728284056266,0.024710724631165727,1.605,1.605
533,ABW,Aruba,2080,0.08493899999999999,0.08513424720209545,0.06327883705160701,0.004477234543973552,0.025609728683020055,0.011690067309956335,0.025609728683020055,1.605,1.605
533,ABW,Aruba,2085,0.082664,0.08296995984294045,0.0588575814313408,0.004117669511097469,0.025701307183718873,0.011223361300437067,0.025701307183718873,1.605,1.605
533,ABW,Aruba,2090,0.080251,0.08067225347133718,0.054341792806008885,0.0037129414827819477,0.025110083822180912,0.0106676993873263,0.025110083822180912,1.605,1.605
533,ABW,Aruba,2095,0.077716,0.07823347022196275,0.04968421093521054,0.0032667109123718403,0.023548454777780777,0.01016350157517746,0.02444559470825862,1.605,1.605
533,ABW,Aruba,2100,0.075169,0.07576359634365858,0.044995989348510235,0.0028459957775898125,0.021166511756096358,0.009795192952022984,0.02385166387213932,1.605,1.605
44,BHS,Bahamas,2025,0.40303300000000003,0.40303300000000003,0.40303300000000003,0.070726,0.048746000000000005,0.070726,0.048746000000000005,1.15,1.3638
44,BHS,Bahamas,2030,0.410267,0.4099154541537443,0.40557833333248844,0.06119008422561906,0.05792644634490705,0.06552720504687494,0.05792644634490705,1.15,1.3638
44,BHS,Bahamas,2035,0.415978,0.415070580452416,0.40539712806710804,0.05358376908408379,0.06837743342392708,0.06325722146939179,0.06837743342392708,1.15,1.3638
44,BHS,Bahamas,2040,0.420346,0.4186120285000053,0.4036341876914233,0.0461306321614487,0.07715429894606984,0.0611084729700307,0.07715429894606984,1.15,1.3638
44,BHS,Bahamas,2045,0.423262,0.4203761662515037,0.40011006127168675,0.04306207847186734,0.08362639918441019,0.059010015567041385,0.08362639918441019,1.15,1.3638
44,BHS,Bahamas,2050,0.424265,0.4198846963926745,0.3942075500962592,0.040579226158900396,0.0892449186460609,0.056637180789468264,0.0892449186460609,1.15,1.3638
