RAMO_K,mdp_2026,mdp_2027,dif_nominal,dif_real,var_real_pct,estado,nivel,PP_K,PP_NUM,UR_K,F_K,FN_K,SF_K
,1082.8,0.0,-1082.8,-1126.1,-100.0,desaparece,unidad_responsable_entre_ramos,,,850,,,
,2633.0,1583.2,-1049.7,-1155.1,-42.2,continúa,unidad_responsable_entre_ramos,,,811,,,
,1089.8,66.1,-1023.7,-1067.3,-94.2,continúa,unidad_responsable_entre_ramos,,,219,,,
,1492.8,482.7,-1010.1,-1069.8,-68.9,continúa,unidad_responsable_entre_ramos,,,800,,,
,1290.1,373.9,-916.3,-967.9,-72.1,continúa,unidad_responsable_entre_ramos,,,146,,,
,776.0,0.0,-776.0,-807.0,-100.0,desaparece,unidad_responsable_entre_ramos,,,J3G,,,
,800.5,32.8,-767.6,-799.7,-96.1,continúa,unidad_responsable_entre_ramos,,,J3C,,,
,744.7,0.0,-744.7,-774.5,-100.0,desaparece,unidad_responsable_entre_ramos,,,HZI,,,
,6049.2,5370.8,-678.3,-920.3,-14.6,continúa,unidad_responsable_entre_ramos,,,117,,,
,567.5,0.0,-567.5,-590.2,-100.0,desaparece,unidad_responsable_entre_ramos,,,870,,,
,523.3,0.0,-523.3,-544.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,J3F,,,
,400.5,0.0,-400.5,-416.5,-100.0,desaparece,unidad_responsable_entre_ramos,,,880,,,
,305.8,34.5,-271.3,-283.6,-89.2,continúa,unidad_responsable_entre_ramos,,,225,,,
,427.1,181.6,-245.5,-262.6,-59.1,continúa,unidad_responsable_entre_ramos,,,T0K,,,
,1058.7,870.3,-188.4,-230.8,-21.0,continúa,unidad_responsable_entre_ramos,,,410,,,
,2276.2,2092.4,-183.9,-274.9,-11.6,continúa,unidad_responsable_entre_ramos,,,313,,,
,264.9,82.6,-182.3,-192.9,-70.0,continúa,unidad_responsable_entre_ramos,,,340,,,
,2847.0,2673.7,-173.2,-287.1,-9.7,continúa,unidad_responsable_entre_ramos,,,310,,,
,219.6,54.3,-165.2,-174.0,-76.2,continúa,unidad_responsable_entre_ramos,,,151,,,
,160.9,0.0,-160.9,-167.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,329,,,
,168.2,36.6,-131.6,-138.3,-79.1,continúa,unidad_responsable_entre_ramos,,,350,,,
,146.4,21.4,-125.1,-130.9,-86.0,continúa,unidad_responsable_entre_ramos,,,J4Q,,,
,123.7,3.8,-119.9,-124.9,-97.1,continúa,unidad_responsable_entre_ramos,,,570,,,
,112.9,0.0,-112.9,-117.4,-100.0,desaparece,unidad_responsable_entre_ramos,,,345,,,
,111.6,0.0,-111.6,-116.1,-100.0,desaparece,unidad_responsable_entre_ramos,,,346,,,
,119.4,9.4,-109.9,-114.7,-92.4,continúa,unidad_responsable_entre_ramos,,,161,,,
,182.2,73.6,-108.7,-116.0,-61.2,continúa,unidad_responsable_entre_ramos,,,640,,,
,156.1,47.7,-108.5,-114.7,-70.7,continúa,unidad_responsable_entre_ramos,,,914,,,
,107.2,0.0,-107.2,-111.5,-100.0,desaparece,unidad_responsable_entre_ramos,,,173,,,
,102.6,0.0,-102.6,-106.8,-100.0,desaparece,unidad_responsable_entre_ramos,,,334,,,
,138.3,36.4,-101.9,-107.4,-74.7,continúa,unidad_responsable_entre_ramos,,,218,,,
,100.2,0.0,-100.2,-104.2,-100.0,desaparece,unidad_responsable_entre_ramos,,,335,,,
,170.2,76.5,-93.7,-100.5,-56.8,continúa,unidad_responsable_entre_ramos,,,261,,,
,93.6,0.0,-93.6,-97.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,322,,,
,87.6,0.0,-87.6,-91.2,-100.0,desaparece,unidad_responsable_entre_ramos,,,360,,,
,89.8,2.4,-87.4,-91.0,-97.4,continúa,unidad_responsable_entre_ramos,,,831,,,
,82.6,0.0,-82.6,-85.9,-100.0,desaparece,unidad_responsable_entre_ramos,,,339,,,
,80.1,0.0,-80.1,-83.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,348,,,
,76.8,0.0,-76.8,-79.9,-100.0,desaparece,unidad_responsable_entre_ramos,,,227,,,
,110.1,36.0,-74.2,-78.6,-68.6,continúa,unidad_responsable_entre_ramos,,,639,,,
,1231.6,1157.8,-73.7,-123.0,-9.6,continúa,unidad_responsable_entre_ramos,,,513,,,
,72.7,0.0,-72.7,-75.6,-100.0,desaparece,unidad_responsable_entre_ramos,,,328,,,
,71.0,0.0,-71.0,-73.8,-100.0,desaparece,unidad_responsable_entre_ramos,,,327,,,
,69.3,0.0,-69.3,-72.0,-100.0,desaparece,unidad_responsable_entre_ramos,,,336,,,
,101.0,33.4,-67.6,-71.7,-68.2,continúa,unidad_responsable_entre_ramos,,,642,,,
,98.1,31.2,-66.9,-70.9,-69.5,continúa,unidad_responsable_entre_ramos,,,644,,,
,232.0,169.4,-62.6,-71.9,-29.8,continúa,unidad_responsable_entre_ramos,,,813,,,
,92.9,31.3,-61.6,-65.3,-67.6,continúa,unidad_responsable_entre_ramos,,,650,,,
,88.0,27.1,-60.9,-64.4,-70.4,continúa,unidad_responsable_entre_ramos,,,647,,,
,122.0,61.4,-60.7,-65.6,-51.7,continúa,unidad_responsable_entre_ramos,,,440,,,
,90.8,30.4,-60.5,-64.1,-67.9,continúa,unidad_responsable_entre_ramos,,,636,,,
,60.3,0.0,-60.3,-62.7,-100.0,desaparece,unidad_responsable_entre_ramos,,,331,,,
,89.9,30.0,-59.9,-63.5,-67.9,continúa,unidad_responsable_entre_ramos,,,627,,,
,94.0,34.4,-59.6,-63.3,-64.8,continúa,unidad_responsable_entre_ramos,,,652,,,
,84.3,25.6,-58.7,-62.1,-70.8,continúa,unidad_responsable_entre_ramos,,,646,,,
,83.4,26.0,-57.4,-60.7,-70.0,continúa,unidad_responsable_entre_ramos,,,648,,,
,84.1,27.5,-56.6,-60.0,-68.6,continúa,unidad_responsable_entre_ramos,,,641,,,
,82.6,26.5,-56.1,-59.4,-69.2,continúa,unidad_responsable_entre_ramos,,,645,,,
,55.8,0.0,-55.8,-58.1,-100.0,desaparece,unidad_responsable_entre_ramos,,,325,,,
,82.8,27.7,-55.1,-58.4,-67.8,continúa,unidad_responsable_entre_ramos,,,632,,,
,53.7,0.0,-53.7,-55.8,-100.0,desaparece,unidad_responsable_entre_ramos,,,153,,,
,77.7,24.2,-53.5,-56.6,-70.0,continúa,unidad_responsable_entre_ramos,,,623,,,
,264.4,211.3,-53.0,-63.6,-23.1,continúa,unidad_responsable_entre_ramos,,,214,,,
,76.9,23.9,-53.0,-56.1,-70.1,continúa,unidad_responsable_entre_ramos,,,649,,,
,79.2,26.4,-52.8,-56.0,-68.0,continúa,unidad_responsable_entre_ramos,,,622,,,
,52.6,0.0,-52.6,-54.7,-100.0,desaparece,unidad_responsable_entre_ramos,,,332,,,
,78.8,26.4,-52.3,-55.5,-67.7,continúa,unidad_responsable_entre_ramos,,,637,,,
,77.9,25.9,-52.0,-55.2,-68.1,continúa,unidad_responsable_entre_ramos,,,625,,,
,76.9,25.6,-51.3,-54.4,-68.0,continúa,unidad_responsable_entre_ramos,,,624,,,
,50.9,0.0,-50.9,-53.0,-100.0,desaparece,unidad_responsable_entre_ramos,,,341,,,
,74.3,24.7,-49.6,-52.5,-68.0,continúa,unidad_responsable_entre_ramos,,,634,,,
,55.7,6.8,-48.9,-51.1,-88.2,continúa,unidad_responsable_entre_ramos,,,571,,,
,74.5,25.6,-48.9,-51.8,-66.9,continúa,unidad_responsable_entre_ramos,,,643,,,
,48.7,0.0,-48.7,-50.7,-100.0,desaparece,unidad_responsable_entre_ramos,,,333,,,
,48.4,0.0,-48.4,-50.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,342,,,
,78.6,30.5,-48.1,-51.3,-62.7,continúa,unidad_responsable_entre_ramos,,,651,,,
,46.9,0.0,-46.9,-48.7,-100.0,desaparece,unidad_responsable_entre_ramos,,,337,,,
,46.0,0.0,-46.0,-47.9,-100.0,desaparece,unidad_responsable_entre_ramos,,,347,,,
,68.5,22.7,-45.8,-48.6,-68.2,continúa,unidad_responsable_entre_ramos,,,628,,,
,67.5,22.6,-44.8,-47.5,-67.8,continúa,unidad_responsable_entre_ramos,,,633,,,
,61.5,16.8,-44.7,-47.1,-73.7,continúa,unidad_responsable_entre_ramos,,,814,,,
,43.1,0.0,-43.1,-44.8,-100.0,desaparece,unidad_responsable_entre_ramos,,,338,,,
,94.9,52.1,-42.8,-46.6,-47.2,continúa,unidad_responsable_entre_ramos,,,840,,,
,63.2,21.0,-42.3,-44.8,-68.1,continúa,unidad_responsable_entre_ramos,,,621,,,
,42.1,0.0,-42.1,-43.8,-100.0,desaparece,unidad_responsable_entre_ramos,,,343,,,
,41.4,0.0,-41.4,-43.1,-100.0,desaparece,unidad_responsable_entre_ramos,,,344,,,
,75.0,33.7,-41.3,-44.3,-56.8,continúa,unidad_responsable_entre_ramos,,,543,,,
,62.1,20.8,-41.3,-43.8,-67.8,continúa,unidad_responsable_entre_ramos,,,638,,,
,61.4,20.6,-40.8,-43.3,-67.8,continúa,unidad_responsable_entre_ramos,,,631,,,
,38.8,0.0,-38.8,-40.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,324,,,
,38.3,0.0,-38.3,-39.9,-100.0,desaparece,unidad_responsable_entre_ramos,,,860,,,
,37.5,0.0,-37.5,-39.0,-100.0,desaparece,unidad_responsable_entre_ramos,,,323,,,
,33.1,0.0,-33.1,-34.4,-100.0,desaparece,unidad_responsable_entre_ramos,,,351,,,
,33.1,0.0,-33.1,-34.4,-100.0,desaparece,unidad_responsable_entre_ramos,,,352,,,
,32.1,0.0,-32.1,-33.4,-100.0,desaparece,unidad_responsable_entre_ramos,,,349,,,
,32.0,0.0,-32.0,-33.2,-100.0,desaparece,unidad_responsable_entre_ramos,,,326,,,
,91.1,60.5,-30.6,-34.2,-36.1,continúa,unidad_responsable_entre_ramos,,,J00,,,
,37.1,7.4,-29.7,-31.2,-80.9,continúa,unidad_responsable_entre_ramos,,,572,,,
,28.8,0.0,-28.8,-30.0,-100.0,desaparece,unidad_responsable_entre_ramos,,,321,,,
,422.6,395.2,-27.4,-44.3,-10.1,continúa,unidad_responsable_entre_ramos,,,QDV,,,
,30.7,3.6,-27.1,-28.4,-88.7,continúa,unidad_responsable_entre_ramos,,,550,,,
,64.7,39.5,-25.1,-27.7,-41.2,continúa,unidad_responsable_entre_ramos,,,192,,,
,24.9,0.0,-24.9,-25.9,-100.0,desaparece,unidad_responsable_entre_ramos,,,154,,,
,76.0,52.4,-23.6,-26.6,-33.7,continúa,unidad_responsable_entre_ramos,,,223,,,
,47.1,25.6,-21.5,-23.4,-47.8,continúa,unidad_responsable_entre_ramos,,,540,,,
,114.7,93.2,-21.5,-26.0,-21.8,continúa,unidad_responsable_entre_ramos,,,274,,,
,20.8,0.0,-20.8,-21.7,-100.0,desaparece,unidad_responsable_entre_ramos,,,259,,,
,19.3,0.0,-19.3,-20.1,-100.0,desaparece,unidad_responsable_entre_ramos,,,226,,,
,28.8,10.5,-18.3,-19.4,-65.0,continúa,unidad_responsable_entre_ramos,,,653,,,
,17.9,0.0,-17.9,-18.6,-100.0,desaparece,unidad_responsable_entre_ramos,,,163,,,
,59.1,41.5,-17.6,-20.0,-32.5,continúa,unidad_responsable_entre_ramos,,,265,,,
,65.3,47.8,-17.5,-20.2,-29.7,continúa,unidad_responsable_entre_ramos,,,152,,,
,17.3,0.0,-17.3,-18.0,-100.0,desaparece,unidad_responsable_entre_ramos,,,254,,,
,290.2,274.2,-16.0,-27.6,-9.1,continúa,unidad_responsable_entre_ramos,,,941,,,
,109.6,94.0,-15.6,-20.0,-17.5,continúa,unidad_responsable_entre_ramos,,,630,,,
,59.5,43.9,-15.5,-17.9,-29.0,continúa,unidad_responsable_entre_ramos,,,264,,,
,149.2,134.1,-15.1,-21.1,-13.6,continúa,unidad_responsable_entre_ramos,,,416,,,
,15.0,0.1,-15.0,-15.6,-99.6,continúa,unidad_responsable_entre_ramos,,,534,,,
,124.0,110.0,-14.0,-19.0,-14.7,continúa,unidad_responsable_entre_ramos,,,275,,,
,18.5,5.6,-12.9,-13.7,-71.0,continúa,unidad_responsable_entre_ramos,,,666,,,
,116.1,103.3,-12.8,-17.5,-14.5,continúa,unidad_responsable_entre_ramos,,,147,,,
,24.5,12.1,-12.3,-13.3,-52.3,continúa,unidad_responsable_entre_ramos,,,668,,,
,91.4,79.3,-12.0,-15.7,-16.5,continúa,unidad_responsable_entre_ramos,,,267,,,
,14.4,2.4,-12.0,-12.6,-84.0,continúa,unidad_responsable_entre_ramos,,,657,,,
,14.5,3.1,-11.4,-11.9,-79.4,continúa,unidad_responsable_entre_ramos,,,664,,,
,189.4,178.8,-10.5,-18.1,-9.2,continúa,unidad_responsable_entre_ramos,,,266,,,
,12.3,1.7,-10.5,-11.0,-86.3,continúa,unidad_responsable_entre_ramos,,,654,,,
,14.9,4.7,-10.2,-10.8,-69.5,continúa,unidad_responsable_entre_ramos,,,663,,,
,72.8,62.8,-10.0,-12.9,-17.0,continúa,unidad_responsable_entre_ramos,,,285,,,
,12.3,2.4,-9.9,-10.4,-81.1,continúa,unidad_responsable_entre_ramos,,,662,,,
,9.9,0.0,-9.9,-10.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,257,,,
,78.0,68.4,-9.6,-12.7,-15.6,continúa,unidad_responsable_entre_ramos,,,269,,,
,38.2,28.8,-9.4,-10.9,-27.4,continúa,unidad_responsable_entre_ramos,,,181,,,
,16.4,7.1,-9.3,-10.0,-58.3,continúa,unidad_responsable_entre_ramos,,,659,,,
,94.0,84.8,-9.2,-13.0,-13.3,continúa,unidad_responsable_entre_ramos,,,284,,,
,9.2,0.0,-9.2,-9.5,-100.0,desaparece,unidad_responsable_entre_ramos,,,246,,,
,1136.4,1127.4,-9.0,-54.5,-4.6,continúa,unidad_responsable_entre_ramos,,,LAT,,,
,8.9,0.0,-8.9,-9.3,-100.0,desaparece,unidad_responsable_entre_ramos,,,235,,,
,19.5,11.1,-8.3,-9.1,-45.0,continúa,unidad_responsable_entre_ramos,,,460,,,
,112.9,104.9,-8.0,-12.5,-10.7,continúa,unidad_responsable_entre_ramos,,,273,,,
,27.7,19.9,-7.8,-8.9,-30.9,continúa,unidad_responsable_entre_ramos,,,450,,,
,10.1,2.5,-7.6,-8.0,-76.4,continúa,unidad_responsable_entre_ramos,,,669,,,
,10.6,3.3,-7.4,-7.8,-70.6,continúa,unidad_responsable_entre_ramos,,,658,,,
,14.9,7.6,-7.4,-8.0,-51.3,continúa,unidad_responsable_entre_ramos,,,162,,,
,9.8,2.8,-7.0,-7.4,-72.5,continúa,unidad_responsable_entre_ramos,,,667,,,
,149.2,142.2,-6.9,-12.9,-8.3,continúa,unidad_responsable_entre_ramos,,,289,,,
,27.5,20.5,-6.9,-8.0,-28.1,continúa,unidad_responsable_entre_ramos,,,913,,,
,116.4,109.6,-6.8,-11.4,-9.5,continúa,unidad_responsable_entre_ramos,,,287,,,
,45.5,39.0,-6.5,-8.3,-17.6,continúa,unidad_responsable_entre_ramos,,,191,,,
,10.7,4.3,-6.4,-6.8,-61.0,continúa,unidad_responsable_entre_ramos,,,655,,,
,9.8,3.5,-6.4,-6.7,-66.1,continúa,unidad_responsable_entre_ramos,,,670,,,
,54.4,48.2,-6.1,-8.3,-14.7,continúa,unidad_responsable_entre_ramos,,,277,,,
,57.0,50.9,-6.1,-8.4,-14.2,continúa,unidad_responsable_entre_ramos,,,292,,,
,9.6,3.7,-6.0,-6.3,-63.3,continúa,unidad_responsable_entre_ramos,,,665,,,
,9.3,3.4,-5.9,-6.3,-65.3,continúa,unidad_responsable_entre_ramos,,,661,,,
,72.0,66.3,-5.7,-8.6,-11.5,continúa,unidad_responsable_entre_ramos,,,283,,,
,5.7,0.0,-5.7,-5.9,-100.0,desaparece,unidad_responsable_entre_ramos,,,245,,,
,71.0,65.8,-5.3,-8.1,-11.0,continúa,unidad_responsable_entre_ramos,,,286,,,
,9.2,4.0,-5.1,-5.5,-57.7,continúa,unidad_responsable_entre_ramos,,,656,,,
,40.5,35.9,-4.6,-6.2,-14.7,continúa,unidad_responsable_entre_ramos,,,671,,,
,50.8,46.2,-4.6,-6.6,-12.5,continúa,unidad_responsable_entre_ramos,,,288,,,
,37.3,33.3,-4.0,-5.5,-14.2,continúa,unidad_responsable_entre_ramos,,,282,,,
,110.4,106.4,-4.0,-8.4,-7.3,continúa,unidad_responsable_entre_ramos,,,279,,,
,126.8,123.1,-3.8,-8.9,-6.7,continúa,unidad_responsable_entre_ramos,,,716,,,
,54.6,50.8,-3.7,-5.9,-10.4,continúa,unidad_responsable_entre_ramos,,,278,,,
,50.3,46.6,-3.7,-5.7,-10.9,continúa,unidad_responsable_entre_ramos,,,314,,,
,174.1,172.2,-1.9,-8.9,-4.9,continúa,unidad_responsable_entre_ramos,,,K2H,,,
,12.8,11.1,-1.7,-2.2,-16.8,continúa,unidad_responsable_entre_ramos,,,660,,,
,37.3,36.1,-1.2,-2.7,-6.9,continúa,unidad_responsable_entre_ramos,,,276,,,
,38.3,37.2,-1.1,-2.6,-6.6,continúa,unidad_responsable_entre_ramos,,,231,,,
,1586.6,1586.6,-0.0,-63.5,-3.8,continúa,unidad_responsable_entre_ramos,,,KCZ,,,
,45.6,45.6,0.0,-1.8,-3.8,continúa,unidad_responsable_entre_ramos,,,204,,,
,37.3,37.3,0.0,-1.5,-3.8,continúa,unidad_responsable_entre_ramos,,,306,,,
,34.3,34.3,0.0,-1.4,-3.8,continúa,unidad_responsable_entre_ramos,,,307,,,
,37.5,37.5,0.0,-1.5,-3.8,continúa,unidad_responsable_entre_ramos,,,308,,,
,37.7,37.7,0.0,-1.5,-3.8,continúa,unidad_responsable_entre_ramos,,,209,,,
,32.2,32.2,0.0,-1.3,-3.8,continúa,unidad_responsable_entre_ramos,,,208,,,
,230.4,230.4,0.0,-9.2,-3.8,continúa,unidad_responsable_entre_ramos,,,LAU,,,
,46.6,46.6,0.0,-1.9,-3.8,continúa,unidad_responsable_entre_ramos,,,303,,,
,30.3,30.3,0.0,-1.2,-3.8,continúa,unidad_responsable_entre_ramos,,,304,,,
,35.6,35.6,0.0,-1.4,-3.8,continúa,unidad_responsable_entre_ramos,,,302,,,
,39.5,39.5,0.0,-1.6,-3.8,continúa,unidad_responsable_entre_ramos,,,202,,,
,36.8,36.8,0.0,-1.5,-3.8,continúa,unidad_responsable_entre_ramos,,,206,,,
,31.1,31.1,0.0,-1.2,-3.8,continúa,unidad_responsable_entre_ramos,,,207,,,
,30.8,30.8,0.0,-1.2,-3.8,continúa,unidad_responsable_entre_ramos,,,205,,,
,37.6,37.6,0.0,-1.5,-3.8,continúa,unidad_responsable_entre_ramos,,,203,,,
,765.7,765.7,0.0,-30.6,-3.8,continúa,unidad_responsable_entre_ramos,,,AYI,,,
,1292.4,1292.4,0.0,-51.7,-3.8,continúa,unidad_responsable_entre_ramos,,,HJO,,,
,540.1,540.1,0.0,-21.6,-3.8,continúa,unidad_responsable_entre_ramos,,,G3A,,,
,3468.1,3468.1,0.0,-138.7,-3.8,continúa,unidad_responsable_entre_ramos,,,H00,,,
,2787.3,2787.3,0.0,-111.5,-3.8,continúa,unidad_responsable_entre_ramos,,,HKA,,,
,269.9,270.1,0.2,-10.6,-3.8,continúa,unidad_responsable_entre_ramos,,,KDN,,,
,12.4,12.9,0.5,0.0,0.2,continúa,unidad_responsable_entre_ramos,,,MGJ,,,
,51.1,51.7,0.6,-1.4,-2.7,continúa,unidad_responsable_entre_ramos,,,315,,,
,86.1,86.9,0.8,-2.7,-3.0,continúa,unidad_responsable_entre_ramos,,,291,,,
,27.1,28.6,1.5,0.5,1.6,continúa,unidad_responsable_entre_ramos,,,L8P,,,
,22.7,24.3,1.6,0.6,2.7,continúa,unidad_responsable_entre_ramos,,,533,,,
,14.0,15.5,1.6,1.0,6.9,continúa,unidad_responsable_entre_ramos,,,T0U,,,
,39.2,40.9,1.7,0.1,0.3,continúa,unidad_responsable_entre_ramos,,,419,,,
,109.7,111.6,1.9,-2.5,-2.2,continúa,unidad_responsable_entre_ramos,,,612,,,
,16.3,18.4,2.0,1.4,8.2,continúa,unidad_responsable_entre_ramos,,,AFU,,,
,33.4,35.5,2.0,0.7,2.0,continúa,unidad_responsable_entre_ramos,,,I9H,,,
,0.0,2.3,2.3,2.3,inf,aparece,unidad_responsable_entre_ramos,,,835,,,
,33.7,36.0,2.3,0.9,2.7,continúa,unidad_responsable_entre_ramos,,,L8G,,,
,42.0,44.4,2.4,0.8,1.7,continúa,unidad_responsable_entre_ramos,,,370,,,
,57.1,59.5,2.4,0.2,0.3,continúa,unidad_responsable_entre_ramos,,,IZI,,,
,0.0,2.5,2.5,2.5,inf,aparece,unidad_responsable_entre_ramos,,,730,,,
,39.7,42.4,2.7,1.1,2.7,continúa,unidad_responsable_entre_ramos,,,MGC,,,
,638.1,641.2,3.1,-22.4,-3.4,continúa,unidad_responsable_entre_ramos,,,915,,,
,29.0,32.2,3.2,2.1,6.9,continúa,unidad_responsable_entre_ramos,,,911,,,
,14.4,17.7,3.3,2.7,17.9,continúa,unidad_responsable_entre_ramos,,,J2I,,,
,109.7,113.1,3.4,-1.0,-0.9,continúa,unidad_responsable_entre_ramos,,,171,,,
,32.0,35.4,3.4,2.1,6.3,continúa,unidad_responsable_entre_ramos,,,V00,,,
,22.3,25.7,3.4,2.6,11.0,continúa,unidad_responsable_entre_ramos,,,522,,,
,0.0,3.5,3.5,3.5,inf,aparece,unidad_responsable_entre_ramos,,,560,,,
,46.8,50.8,4.0,2.1,4.4,continúa,unidad_responsable_entre_ramos,,,JZN,,,
,62.4,66.7,4.2,1.7,2.7,continúa,unidad_responsable_entre_ramos,,,L9T,,,
,0.0,4.4,4.4,4.4,inf,aparece,unidad_responsable_entre_ramos,,,552,,,
,87.4,91.8,4.4,0.9,1.0,continúa,unidad_responsable_entre_ramos,,,90A,,,
,12.7,17.2,4.5,4.0,30.5,continúa,unidad_responsable_entre_ramos,,,431,,,
,31.6,36.2,4.5,3.3,10.0,continúa,unidad_responsable_entre_ramos,,,L3N,,,
,12.2,16.9,4.7,4.2,33.2,continúa,unidad_responsable_entre_ramos,,,554,,,
,76.8,81.5,4.7,1.7,2.1,continúa,unidad_responsable_entre_ramos,,,P00,,,
,245.4,250.2,4.8,-5.0,-2.0,continúa,unidad_responsable_entre_ramos,,,271,,,
,0.0,5.1,5.1,5.1,inf,aparece,unidad_responsable_entre_ramos,,,833,,,
,102.5,107.7,5.1,1.0,1.0,continúa,unidad_responsable_entre_ramos,,,NCE,,,
,107.1,112.5,5.4,1.1,1.0,continúa,unidad_responsable_entre_ramos,,,91O,,,
,5.9,11.3,5.5,5.2,85.6,continúa,unidad_responsable_entre_ramos,,,319,,,
,0.0,5.5,5.5,5.5,inf,aparece,unidad_responsable_entre_ramos,,,564,,,
,42.5,48.1,5.5,3.8,8.7,continúa,unidad_responsable_entre_ramos,,,215,,,
,0.0,5.6,5.6,5.6,inf,aparece,unidad_responsable_entre_ramos,,,551,,,
,0.0,5.8,5.8,5.8,inf,aparece,unidad_responsable_entre_ramos,,,912,,,
,0.0,5.9,5.9,5.9,inf,aparece,unidad_responsable_entre_ramos,,,824,,,
,26.8,33.0,6.2,5.2,18.5,continúa,unidad_responsable_entre_ramos,,,182,,,
,16.1,22.4,6.3,5.6,33.4,continúa,unidad_responsable_entre_ramos,,,521,,,
,67.8,74.2,6.4,3.7,5.2,continúa,unidad_responsable_entre_ramos,,,Q00,,,
,130.8,137.5,6.7,1.4,1.1,continúa,unidad_responsable_entre_ramos,,,AYM,,,
,0.0,6.7,6.7,6.7,inf,aparece,unidad_responsable_entre_ramos,,,401,,,
,0.0,6.8,6.8,6.8,inf,aparece,unidad_responsable_entre_ramos,,,561,,,
,79.4,86.4,7.0,3.8,4.6,continúa,unidad_responsable_entre_ramos,,,T00,,,
,0.0,7.3,7.3,7.3,inf,aparece,unidad_responsable_entre_ramos,,,905,,,
,0.0,7.3,7.3,7.3,inf,aparece,unidad_responsable_entre_ramos,,,822,,,
,0.0,7.4,7.4,7.4,inf,aparece,unidad_responsable_entre_ramos,,,184,,,
,0.0,7.4,7.4,7.4,inf,aparece,unidad_responsable_entre_ramos,,,553,,,
,47.4,54.8,7.4,5.5,11.2,continúa,unidad_responsable_entre_ramos,,,263,,,
,0.0,7.5,7.5,7.5,inf,aparece,unidad_responsable_entre_ramos,,,563,,,
,74.9,82.5,7.6,4.6,5.9,continúa,unidad_responsable_entre_ramos,,,MDB,,,
,0.0,7.6,7.6,7.6,inf,aparece,unidad_responsable_entre_ramos,,,906,,,
,0.0,7.7,7.7,7.7,inf,aparece,unidad_responsable_entre_ramos,,,JAL,,,
,0.0,7.8,7.8,7.8,inf,aparece,unidad_responsable_entre_ramos,,,823,,,
,0.0,7.9,7.9,7.9,inf,aparece,unidad_responsable_entre_ramos,,,834,,,
,30.1,38.1,8.0,6.8,21.8,continúa,unidad_responsable_entre_ramos,,,N9W,,,
,109.2,117.6,8.4,4.0,3.5,continúa,unidad_responsable_entre_ramos,,,N00,,,
,0.0,8.4,8.4,8.4,inf,aparece,unidad_responsable_entre_ramos,,,435,,,
,20.7,29.1,8.4,7.6,35.3,continúa,unidad_responsable_entre_ramos,,,268,,,
,0.0,8.5,8.5,8.5,inf,aparece,unidad_responsable_entre_ramos,,,562,,,
,44.1,52.6,8.5,6.7,14.6,continúa,unidad_responsable_entre_ramos,,,L9Y,,,
,167.3,175.8,8.5,1.8,1.0,continúa,unidad_responsable_entre_ramos,,,91I,,,
,12.4,21.0,8.6,8.1,63.2,continúa,unidad_responsable_entre_ramos,,,VRW,,,
,1214.7,1223.5,8.7,-39.9,-3.2,continúa,unidad_responsable_entre_ramos,,,X00,,,
,143.1,152.3,9.2,3.5,2.3,continúa,unidad_responsable_entre_ramos,,,EZQ,,,
,136.5,145.8,9.3,3.8,2.7,continúa,unidad_responsable_entre_ramos,,,L6H,,,
,139.2,148.7,9.5,3.9,2.7,continúa,unidad_responsable_entre_ramos,,,MAR,,,
,135.9,145.4,9.6,4.2,2.9,continúa,unidad_responsable_entre_ramos,,,W3S,,,
,191.3,201.1,9.8,2.1,1.1,continúa,unidad_responsable_entre_ramos,,,MDL,,,
,0.0,9.8,9.8,9.8,inf,aparece,unidad_responsable_entre_ramos,,,902,,,
,0.0,10.0,10.0,10.0,inf,aparece,unidad_responsable_entre_ramos,,,573,,,
,18.6,28.8,10.2,9.4,48.6,continúa,unidad_responsable_entre_ramos,,,432,,,
,27.8,38.0,10.2,9.1,31.3,continúa,unidad_responsable_entre_ramos,,,PBJ,,,
,0.0,10.2,10.2,10.2,inf,aparece,unidad_responsable_entre_ramos,,,574,,,
,16.2,26.5,10.3,9.7,57.4,continúa,unidad_responsable_entre_ramos,,,232,,,
,0.0,10.7,10.7,10.7,inf,aparece,unidad_responsable_entre_ramos,,,243,,,
,212.6,223.3,10.7,2.2,1.0,continúa,unidad_responsable_entre_ramos,,,90C,,,
,217.2,228.1,10.9,2.2,1.0,continúa,unidad_responsable_entre_ramos,,,90G,,,
,0.0,11.1,11.1,11.1,inf,aparece,unidad_responsable_entre_ramos,,,242,,,
,6.9,18.2,11.3,11.0,153.2,continúa,unidad_responsable_entre_ramos,,,542,,,
,0.0,11.6,11.6,11.6,inf,aparece,unidad_responsable_entre_ramos,,,244,,,
,62.9,74.7,11.7,9.2,14.1,continúa,unidad_responsable_entre_ramos,,,501,,,
,18.3,30.5,12.3,11.5,60.6,continúa,unidad_responsable_entre_ramos,,,541,,,
,244.1,256.4,12.3,2.5,1.0,continúa,unidad_responsable_entre_ramos,,,90E,,,
