RAMO_K,mdp_2025,mdp_2026,dif_nominal,dif_real,var_real_pct,estado,nivel,PP_K,PP_NUM,UR_K,F_K,FN_K,SF_K
23,6154.9,0.0,-6154.9,-6450.3,-100.0,desaparece,programa,R081,,,,,
20,6150.9,0.0,-6150.9,-6446.2,-100.0,desaparece,programa,P002,,,,,
38,6064.7,0.0,-6064.7,-6355.8,-100.0,desaparece,programa,E003,,,,,
11,5999.0,0.0,-5999.0,-6287.0,-100.0,desaparece,programa,E066,,,,,
05,5063.7,0.0,-5063.7,-5306.8,-100.0,desaparece,programa,P002,,,,,
08,4832.4,0.0,-4832.4,-5064.4,-100.0,desaparece,programa,E001,,,,,
16,4809.9,0.0,-4809.9,-5040.8,-100.0,desaparece,programa,E001,,,,,
23,4700.0,0.0,-4700.0,-4925.6,-100.0,desaparece,programa,R120,,,,,
22,7171.2,2510.3,-4661.0,-5005.2,-66.6,continúa,programa,R002,,,,,
36,9284.7,4695.6,-4589.1,-5034.7,-51.7,continúa,programa,M001,,,,,
12,4571.8,0.0,-4571.8,-4791.2,-100.0,desaparece,programa,E036,,,,,
GYN,4457.6,13.7,-4443.9,-4657.9,-99.7,continúa,programa,019 ,,,,,
16,4386.2,0.0,-4386.2,-4596.8,-100.0,desaparece,programa,K129,,,,,
24,29722.7,25455.5,-4267.2,-5693.9,-18.3,continúa,programa,D007,,,,,
48,4224.0,0.0,-4224.0,-4426.8,-100.0,desaparece,programa,E011,,,,,
19,4199.8,0.0,-4199.8,-4401.3,-100.0,desaparece,programa,J022,,,,,
11,4098.1,0.0,-4098.1,-4294.9,-100.0,desaparece,programa,E011,,,,,
12,4011.5,0.0,-4011.5,-4204.1,-100.0,desaparece,programa,E040,,,,,
11,3894.7,0.0,-3894.7,-4081.7,-100.0,desaparece,programa,B003,,,,,
11,3821.3,0.0,-3821.3,-4004.7,-100.0,desaparece,programa,P001,,,,,
08,3757.9,0.0,-3757.9,-3938.3,-100.0,desaparece,programa,B004,,,,,
07,3611.1,0.0,-3611.1,-3784.4,-100.0,desaparece,programa,A019,,,,,
GYN,3597.8,0.0,-3597.8,-3770.4,-100.0,desaparece,programa,048 ,,,,,
08,3573.4,0.0,-3573.4,-3745.0,-100.0,desaparece,programa,P001,,,,,
13,3521.2,0.0,-3521.2,-3690.2,-100.0,desaparece,programa,A007,,,,,
TYY,3383.5,0.0,-3383.5,-3545.9,-100.0,desaparece,programa,012 ,,,,,
06,3249.3,0.0,-3249.3,-3405.3,-100.0,desaparece,programa,E032,,,,,
47,3089.4,0.0,-3089.4,-3237.7,-100.0,desaparece,programa,S200,,,,,
24,23317.1,20262.1,-3055.0,-4174.3,-17.1,continúa,programa,D009,,,,,
47,3760.3,722.4,-3037.9,-3218.4,-81.7,continúa,programa,M001,,,,,
04,3001.3,0.0,-3001.3,-3145.3,-100.0,desaparece,programa,P001,,,,,
13,2941.5,0.0,-2941.5,-3082.7,-100.0,desaparece,programa,R002,,,,,
09,2876.3,0.0,-2876.3,-3014.4,-100.0,desaparece,programa,E010,,,,,
12,2848.0,0.0,-2848.0,-2984.7,-100.0,desaparece,programa,P020,,,,,
19,2827.8,0.0,-2827.8,-2963.6,-100.0,desaparece,programa,J026,,,,,
36,2760.0,0.0,-2760.0,-2892.5,-100.0,desaparece,programa,E001,,,,,
TYY,2738.5,0.0,-2738.5,-2870.0,-100.0,desaparece,programa,011 ,,,,,
09,2630.5,0.0,-2630.5,-2756.7,-100.0,desaparece,programa,E012,,,,,
07,6670.8,4084.1,-2586.7,-2906.9,-41.6,continúa,programa,A009,,,,,
15,2500.0,0.0,-2500.0,-2620.0,-100.0,desaparece,programa,S273,,,,,
13,2488.9,0.0,-2488.9,-2608.4,-100.0,desaparece,programa,A004,,,,,
05,2486.7,0.0,-2486.7,-2606.0,-100.0,desaparece,programa,P005,,,,,
07,2464.4,0.0,-2464.4,-2582.7,-100.0,desaparece,programa,A021,,,,,
12,2445.4,0.0,-2445.4,-2562.7,-100.0,desaparece,programa,E022,,,,,
06,2357.0,0.0,-2357.0,-2470.1,-100.0,desaparece,programa,F035,,,,,
GYN,2335.6,0.0,-2335.6,-2447.7,-100.0,desaparece,programa,022 ,,,,,
07,2255.8,0.0,-2255.8,-2364.1,-100.0,desaparece,programa,E004,,,,,
48,2253.9,0.0,-2253.9,-2362.1,-100.0,desaparece,programa,E012,,,,,
16,2170.1,0.0,-2170.1,-2274.2,-100.0,desaparece,programa,S074,,,,,
13,2138.2,0.0,-2138.2,-2240.8,-100.0,desaparece,programa,A006,,,,,
36,2066.4,0.0,-2066.4,-2165.6,-100.0,desaparece,programa,E002,,,,,
16,2007.9,0.0,-2007.9,-2104.3,-100.0,desaparece,programa,K141,,,,,
20,2000.0,0.0,-2000.0,-2096.0,-100.0,desaparece,programa,U317,,,,,
13,2000.0,0.0,-2000.0,-2096.0,-100.0,desaparece,programa,R001,,,,,
GYN,1953.4,9.9,-1943.5,-2037.2,-99.5,continúa,programa,028 ,,,,,
06,1937.6,0.0,-1937.6,-2030.6,-100.0,desaparece,programa,E025,,,,,
08,1873.6,0.0,-1873.6,-1963.5,-100.0,desaparece,programa,G001,,,,,
16,1858.0,0.0,-1858.0,-1947.2,-100.0,desaparece,programa,S217,,,,,
11,110558.4,108736.6,-1821.8,-7128.6,-6.2,continúa,programa,U006,,,,,
23,1818.5,0.0,-1818.5,-1905.8,-100.0,desaparece,programa,R010,,,,,
04,1803.7,0.0,-1803.7,-1890.2,-100.0,desaparece,programa,E008,,,,,
23,1790.5,0.0,-1790.5,-1876.5,-100.0,desaparece,programa,R080,,,,,
11,1730.8,0.0,-1730.8,-1813.9,-100.0,desaparece,programa,E064,,,,,
38,1685.7,0.0,-1685.7,-1766.6,-100.0,desaparece,programa,P001,,,,,
08,1647.1,0.0,-1647.1,-1726.1,-100.0,desaparece,programa,E006,,,,,
GYN,1559.9,0.0,-1559.9,-1634.8,-100.0,desaparece,programa,011 ,,,,,
09,1556.3,0.0,-1556.3,-1631.0,-100.0,desaparece,programa,K040,,,,,
12,1510.1,0.0,-1510.1,-1582.5,-100.0,desaparece,programa,E025,,,,,
TYY,1500.0,0.0,-1500.0,-1572.0,-100.0,desaparece,programa,005 ,,,,,
TYY,2563.9,1069.6,-1494.2,-1617.3,-60.2,continúa,programa,029 ,,,,,
22,5384.9,3910.4,-1474.4,-1732.9,-30.7,continúa,programa,R005,,,,,
38,1452.0,0.0,-1452.0,-1521.7,-100.0,desaparece,programa,F003,,,,,
40,1482.6,42.8,-1439.8,-1511.0,-97.2,continúa,programa,P003,,,,,
11,1432.9,0.0,-1432.9,-1501.6,-100.0,desaparece,programa,G001,,,,,
16,1407.7,0.0,-1407.7,-1475.2,-100.0,desaparece,programa,E014,,,,,
13,1378.9,0.0,-1378.9,-1445.1,-100.0,desaparece,programa,A010,,,,,
25,1378.4,0.0,-1378.4,-1444.5,-100.0,desaparece,programa,E004,,,,,
09,1311.4,0.0,-1311.4,-1374.3,-100.0,desaparece,programa,G002,,,,,
48,1242.5,0.0,-1242.5,-1302.2,-100.0,desaparece,programa,E042,,,,,
07,6594.2,5374.3,-1219.9,-1536.4,-22.2,continúa,programa,A003,,,,,
23,1161.3,0.0,-1161.3,-1217.1,-100.0,desaparece,programa,R066,,,,,
22,3612.1,2479.9,-1132.2,-1305.6,-34.5,continúa,programa,M001,,,,,
09,1103.1,0.0,-1103.1,-1156.0,-100.0,desaparece,programa,E013,,,,,
07,1091.6,0.0,-1091.6,-1144.0,-100.0,desaparece,programa,A020,,,,,
07,1082.2,0.0,-1082.2,-1134.1,-100.0,desaparece,programa,R016,,,,,
47,1051.2,0.0,-1051.2,-1101.7,-100.0,desaparece,programa,P013,,,,,
22,8609.1,7572.2,-1036.9,-1450.1,-16.1,continúa,programa,R009,,,,,
12,1031.7,0.0,-1031.7,-1081.2,-100.0,desaparece,programa,P012,,,,,
47,1023.9,0.0,-1023.9,-1073.1,-100.0,desaparece,programa,E033,,,,,
07,1013.9,0.0,-1013.9,-1062.5,-100.0,desaparece,programa,A018,,,,,
11,1013.5,0.0,-1013.5,-1062.1,-100.0,desaparece,programa,E013,,,,,
22,2769.8,1834.6,-935.2,-1068.2,-36.8,continúa,programa,R008,,,,,
07,924.6,0.0,-924.6,-969.0,-100.0,desaparece,programa,E001,,,,,
12,914.0,0.0,-914.0,-957.8,-100.0,desaparece,programa,U008,,,,,
11,866.5,0.0,-866.5,-908.1,-100.0,desaparece,programa,S312,,,,,
15,846.6,0.0,-846.6,-887.2,-100.0,desaparece,programa,P005,,,,,
04,838.9,0.0,-838.9,-879.1,-100.0,desaparece,programa,P022,,,,,
12,835.7,0.0,-835.7,-875.8,-100.0,desaparece,programa,U009,,,,,
11,831.7,0.0,-831.7,-871.6,-100.0,desaparece,programa,S300,,,,,
07,827.8,0.0,-827.8,-867.5,-100.0,desaparece,programa,E002,,,,,
16,799.8,0.0,-799.8,-838.2,-100.0,desaparece,programa,G003,,,,,
11,792.4,0.0,-792.4,-830.4,-100.0,desaparece,programa,S295,,,,,
47,775.3,0.0,-775.3,-812.6,-100.0,desaparece,programa,E028,,,,,
14,767.1,0.0,-767.1,-803.9,-100.0,desaparece,programa,E001,,,,,
06,766.5,0.0,-766.5,-803.3,-100.0,desaparece,programa,E003,,,,,
15,763.8,0.0,-763.8,-800.5,-100.0,desaparece,programa,E001,,,,,
11,751.2,0.0,-751.2,-787.3,-100.0,desaparece,programa,S270,,,,,
12,732.7,0.0,-732.7,-767.8,-100.0,desaparece,programa,P013,,,,,
21,726.5,0.0,-726.5,-761.3,-100.0,desaparece,programa,F002,,,,,
TVV,704.8,0.0,-704.8,-738.6,-100.0,desaparece,programa,583 ,,,,,
TVV,688.6,0.0,-688.6,-721.6,-100.0,desaparece,programa,586 ,,,,,
12,688.4,0.0,-688.4,-721.4,-100.0,desaparece,programa,P018,,,,,
12,673.1,0.0,-673.1,-705.4,-100.0,desaparece,programa,G004,,,,,
48,668.3,0.0,-668.3,-700.4,-100.0,desaparece,programa,E010,,,,,
09,2257.7,1589.4,-668.3,-776.7,-32.8,continúa,programa,M001,,,,,
18,667.8,0.0,-667.8,-699.9,-100.0,desaparece,programa,E016,,,,,
48,653.2,0.0,-653.2,-684.6,-100.0,desaparece,programa,U282,,,,,
11,651.2,0.0,-651.2,-682.4,-100.0,desaparece,programa,E017,,,,,
09,633.2,0.0,-633.2,-663.6,-100.0,desaparece,programa,P001,,,,,
12,614.7,0.0,-614.7,-644.3,-100.0,desaparece,programa,P016,,,,,
GYN,613.9,0.0,-613.9,-643.4,-100.0,desaparece,programa,021 ,,,,,
43,609.3,0.0,-609.3,-638.5,-100.0,desaparece,programa,G004,,,,,
14,608.4,0.0,-608.4,-637.6,-100.0,desaparece,programa,E005,,,,,
31,602.3,0.0,-602.3,-631.2,-100.0,desaparece,programa,E001,,,,,
GYN,583.8,0.0,-583.8,-611.8,-100.0,desaparece,programa,024 ,,,,,
06,559.3,0.0,-559.3,-586.2,-100.0,desaparece,programa,P002,,,,,
16,548.9,0.0,-548.9,-575.3,-100.0,desaparece,programa,P002,,,,,
06,542.9,0.0,-542.9,-568.9,-100.0,desaparece,programa,E011,,,,,
09,538.8,0.0,-538.8,-564.7,-100.0,desaparece,programa,G001,,,,,
36,535.8,0.0,-535.8,-561.5,-100.0,desaparece,programa,P001,,,,,
47,525.6,0.0,-525.6,-550.8,-100.0,desaparece,programa,P010,,,,,
05,524.2,0.0,-524.2,-549.4,-100.0,desaparece,programa,E002,,,,,
TYY,515.4,0.0,-515.4,-540.2,-100.0,desaparece,programa,014 ,,,,,
TVV,504.0,0.0,-504.0,-528.2,-100.0,desaparece,programa,028 ,,,,,
10,492.7,0.0,-492.7,-516.3,-100.0,desaparece,programa,P002,,,,,
41,489.1,0.0,-489.1,-512.5,-100.0,desaparece,programa,G006,,,,,
04,484.7,0.0,-484.7,-508.0,-100.0,desaparece,programa,U012,,,,,
43,476.1,0.0,-476.1,-499.0,-100.0,desaparece,programa,E001,,,,,
06,448.3,0.0,-448.3,-469.8,-100.0,desaparece,programa,P001,,,,,
14,447.6,0.0,-447.6,-469.1,-100.0,desaparece,programa,E012,,,,,
36,436.0,0.0,-436.0,-456.9,-100.0,desaparece,programa,R002,,,,,
47,419.6,0.0,-419.6,-439.7,-100.0,desaparece,programa,S010,,,,,
44,417.2,0.0,-417.2,-437.2,-100.0,desaparece,programa,E001,,,,,
01,3239.2,2822.6,-416.6,-572.1,-16.9,continúa,programa,R002,,,,,
06,409.5,0.0,-409.5,-429.2,-100.0,desaparece,programa,P003,,,,,
19,400.0,0.0,-400.0,-419.2,-100.0,desaparece,programa,J017,,,,,
12,4233.5,3842.1,-391.4,-594.6,-13.4,continúa,programa,M001,,,,,
22,2030.1,1643.2,-386.9,-484.4,-22.8,continúa,programa,R011,,,,,
06,380.0,0.0,-380.0,-398.2,-100.0,desaparece,programa,R021,,,,,
18,373.7,0.0,-373.7,-391.7,-100.0,desaparece,programa,P001,,,,,
04,365.5,0.0,-365.5,-383.1,-100.0,desaparece,programa,E010,,,,,
10,361.6,0.0,-361.6,-378.9,-100.0,desaparece,programa,E005,,,,,
10,353.2,0.0,-353.2,-370.2,-100.0,desaparece,programa,G003,,,,,
06,348.1,0.0,-348.1,-364.8,-100.0,desaparece,programa,P004,,,,,
19,339.8,0.0,-339.8,-356.1,-100.0,desaparece,programa,R023,,,,,
04,334.9,0.0,-334.9,-351.0,-100.0,desaparece,programa,S155,,,,,
10,326.6,0.0,-326.6,-342.2,-100.0,desaparece,programa,P006,,,,,
11,4198.5,3878.4,-320.1,-521.6,-11.9,continúa,programa,E028,,,,,
20,312.0,0.0,-312.0,-326.9,-100.0,desaparece,programa,E003,,,,,
04,307.2,0.0,-307.2,-322.0,-100.0,desaparece,programa,E015,,,,,
TYY,300.9,0.0,-300.9,-315.4,-100.0,desaparece,programa,030 ,,,,,
TYY,300.2,0.0,-300.2,-314.7,-100.0,desaparece,programa,028 ,,,,,
10,299.3,0.0,-299.3,-313.6,-100.0,desaparece,programa,B002,,,,,
10,297.9,0.0,-297.9,-312.2,-100.0,desaparece,programa,P009,,,,,
18,297.2,0.0,-297.2,-311.5,-100.0,desaparece,programa,R002,,,,,
GYN,296.1,0.0,-296.1,-310.3,-100.0,desaparece,programa,046 ,,,,,
16,288.0,0.0,-288.0,-301.9,-100.0,desaparece,programa,K007,,,,,
21,286.9,0.0,-286.9,-300.7,-100.0,desaparece,programa,E005,,,,,
04,284.8,0.0,-284.8,-298.4,-100.0,desaparece,programa,E012,,,,,
09,423.8,146.4,-277.4,-297.7,-67.0,continúa,programa,G008,,,,,
09,277.3,0.0,-277.3,-290.6,-100.0,desaparece,programa,K041,,,,,
36,270.9,0.0,-270.9,-283.9,-100.0,desaparece,programa,P002,,,,,
16,266.0,0.0,-266.0,-278.8,-100.0,desaparece,programa,G030,,,,,
20,812.9,556.3,-256.6,-295.6,-34.7,continúa,programa,M001,,,,,
43,250.9,0.0,-250.9,-263.0,-100.0,desaparece,programa,M001,,,,,
04,247.4,0.0,-247.4,-259.3,-100.0,desaparece,programa,P026,,,,,
13,244.5,0.0,-244.5,-256.2,-100.0,desaparece,programa,E030,,,,,
TVV,239.4,0.0,-239.4,-250.9,-100.0,desaparece,programa,552 ,,,,,
23,237.1,0.0,-237.1,-248.5,-100.0,desaparece,programa,N002,,,,,
25,4698.0,4461.7,-236.3,-461.8,-9.4,continúa,programa,M001,,,,,
47,234.4,0.0,-234.4,-245.7,-100.0,desaparece,programa,E036,,,,,
49,349.2,115.2,-234.0,-250.8,-68.5,continúa,programa,E008,,,,,
20,230.1,0.0,-230.1,-241.2,-100.0,desaparece,programa,P003,,,,,
11,229.0,0.0,-229.0,-240.0,-100.0,desaparece,programa,E047,,,,,
14,225.5,0.0,-225.5,-236.4,-100.0,desaparece,programa,P001,,,,,
14,222.4,0.0,-222.4,-233.0,-100.0,desaparece,programa,E002,,,,,
GYR,221.5,0.0,-221.5,-232.2,-100.0,desaparece,programa,028 ,,,,,
47,221.5,0.0,-221.5,-232.1,-100.0,desaparece,programa,P016,,,,,
47,219.3,0.0,-219.3,-229.8,-100.0,desaparece,programa,E002,,,,,
16,217.6,0.0,-217.6,-228.1,-100.0,desaparece,programa,K025,,,,,
GYN,215.4,0.0,-215.4,-225.8,-100.0,desaparece,programa,049 ,,,,,
10,213.5,0.0,-213.5,-223.8,-100.0,desaparece,programa,E007,,,,,
31,213.1,0.0,-213.1,-223.4,-100.0,desaparece,programa,E002,,,,,
40,210.0,0.0,-210.0,-220.1,-100.0,desaparece,programa,P005,,,,,
16,208.4,0.0,-208.4,-218.4,-100.0,desaparece,programa,U040,,,,,
15,205.3,0.0,-205.3,-215.1,-100.0,desaparece,programa,E002,,,,,
48,201.8,0.0,-201.8,-211.5,-100.0,desaparece,programa,E022,,,,,
16,194.9,0.0,-194.9,-204.2,-100.0,desaparece,programa,G005,,,,,
16,193.9,0.0,-193.9,-203.2,-100.0,desaparece,programa,E009,,,,,
06,192.9,0.0,-192.9,-202.2,-100.0,desaparece,programa,B001,,,,,
19,190.0,0.0,-190.0,-199.1,-100.0,desaparece,programa,R013,,,,,
22,397.5,211.0,-186.5,-205.6,-49.4,continúa,programa,R010,,,,,
