RAMO_K,mdp_2025,mdp_2026,dif_nominal,dif_real,var_real_pct,estado,nivel,NOMBRE_RAMO,NOMBRE_PP,NOMBRE_UR,PP_K,UR_K,F_K,FN_K,SF_K,NOMBRE_FN
08,0.0,49.8,49.8,49.8,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,265 Oficina de Representación en Colima,,265,,,,
11,1677.0,1727.3,50.3,-30.2,-1.7,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,L5X Colegio Nacional de Educación Profesional Técnica,,L5X,,,,
08,0.0,50.8,50.8,50.8,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,288 Oficina de Representación en Tlaxcala,,288,,,,
08,0.0,50.9,50.9,50.9,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,264 Oficina de Representación en Coahuila,,264,,,,
38,0.0,51.2,51.2,51.2,inf,aparece,unidad_responsable,"38 Ciencia, Humanidades, Tecnología e Innovación","051 Diseño y evaluación de políticas en ciencia, tecnología e innovación",340 Dirección General de Sistemas Nacionales de Información Científica,,340,,,,
38,305.9,357.7,51.9,37.2,11.6,continúa,unidad_responsable,"38 Ciencia, Humanidades, Tecnología e Innovación",001 Actividades de apoyo a la función pública y buen gobierno,"91Q Instituto de Ecología, A.C.",,91Q,,,,
11,304.0,356.3,52.3,37.7,11.8,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,K00 Universidad Abierta y a Distancia de México,,K00,,,,
47,1118.9,1171.5,52.5,-1.2,-0.1,continúa,unidad_responsable,47 Entidades no Sectorizadas,001 Actividades de apoyo Administrativo,AYJ Comisión Ejecutiva de Atención a Víctimas,,AYJ,,,,
10,1083.5,1136.4,52.9,0.9,0.1,continúa,unidad_responsable,10 Economía,001 Actividades de apoyo a la función pública y buen gobierno,LAT Procuraduría Federal del Consumidor,,LAT,,,,
12,0.0,53.4,53.4,53.4,inf,aparece,unidad_responsable,12 Salud,001 Actividades de apoyo administrativo,618 Dirección General de Modernización del Sector Salud,,618,,,,
27,0.0,53.7,53.7,53.7,inf,aparece,unidad_responsable,27 Anticorrupción y Buen Gobierno,045 Política de Buen Gobierno,250 Unidad de Innovación de la Gestión Pública,,250,,,,
18,107.0,161.3,54.2,49.1,43.7,continúa,unidad_responsable,18 Energía,001 Actividades de apoyo administrativo,A00 Comisión Nacional de Seguridad Nuclear y Salvaguardias,,A00,,,,
08,0.0,54.4,54.4,54.4,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,277 Oficina de Representación en Nayarit,,277,,,,
08,0.0,54.6,54.6,54.6,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,278 Oficina de Representación en Nuevo León,,278,,,,
27,7.7,62.5,54.7,54.4,671.1,continúa,unidad_responsable,27 Anticorrupción y Buen Gobierno,044 Política anticorrupción,500 Unidad de Combate a la Impunidad,,500,,,,
08,0.0,57.0,57.0,57.0,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,292 Oficina de Representación en la Región Lagunera,,292,,,,
38,417.4,475.3,57.9,37.9,8.7,continúa,unidad_responsable,"38 Ciencia, Humanidades, Tecnología e Innovación",001 Actividades de apoyo a la función pública y buen gobierno,"9ZY Centro de Investigación en Alimentación y Desarrollo, A.C.",,9ZY,,,,
49,106.2,165.0,58.8,53.7,48.3,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,200 Agencia de Investigación Criminal,,200,,,,
08,0.0,60.6,60.6,60.6,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,261 Oficina de Representación en Baja California,,261,,,,
04,47.9,109.2,61.3,59.1,117.7,continúa,unidad_responsable,04 Gobernación,001 Servicios de atención a refugiados en el país,N00 Coordinación General de la Comisión Mexicana de Ayuda a Refugiados,,N00,,,,
04,0.0,62.9,62.9,62.9,inf,aparece,unidad_responsable,04 Gobernación,005 Planeación y conducción de la Política Interior,501 Dirección General de Juegos y Sorteos,,501,,,,
21,857.9,922.2,64.2,23.1,2.6,continúa,unidad_responsable,21 Turismo,001 Actividades de apoyo a la función pública y buen gobierno,W3N Fondo Nacional de Fomento al Turismo,,W3N,,,,
27,0.0,64.3,64.3,64.3,inf,aparece,unidad_responsable,27 Anticorrupción y Buen Gobierno,044 Política anticorrupción,520 Dirección General de Investigación,,520,,,,
27,0.0,65.1,65.1,65.1,inf,aparece,unidad_responsable,27 Anticorrupción y Buen Gobierno,001 Actividades de apoyo administrativo,830 Dirección General de Recursos Materiales y Servicios Generales,,830,,,,
47,335.9,401.2,65.3,49.2,14.0,continúa,unidad_responsable,47 Entidades no Sectorizadas,001 Actividades de apoyo Administrativo,AYL Sistema Público de Radiodifusión del Estado Mexicano,,AYL,,,,
11,361.8,427.9,66.1,48.7,12.8,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,L3P Centro de Enseñanza Técnica Industrial,,L3P,,,,
06,0.0,66.3,66.3,66.3,inf,aparece,unidad_responsable,06 Hacienda y Crédito Público,017 Diseño de la política de ingresos,312 Unidad de Legislación Tributaria,,312,,,,
12,1905.3,1972.0,66.7,-24.8,-1.2,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NDF Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,,NDF,,,,
07,1079.1,1146.2,67.1,15.3,1.4,continúa,unidad_responsable,07 Defensa Nacional,"001 Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",123 Comandancia IV Región Militar,,123,,,,
48,625.6,692.8,67.3,37.2,5.7,continúa,unidad_responsable,48 Cultura,001 Actividades de apoyo administrativo,200 Subsecretaría de Desarrollo Cultural,,200,,,,
08,0.0,69.0,69.0,69.0,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,001 Actividades de apoyo administrativo,811 Dirección General del Servicio de Información Agroalimentaria y Pesquera,,811,,,,
22,952.4,1022.1,69.7,23.9,2.4,continúa,unidad_responsable,22 Instituto Nacional Electoral,011 Tecnologías de información y comunicaciones,109 Unidad de Servicios de Informática,,109,,,,
11,2332.6,2402.6,70.0,-42.0,-1.7,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,L5N Colegio de Bachilleres,,L5N,,,,
08,0.0,71.0,71.0,71.0,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,286 Oficina de Representación en Tabasco,,286,,,,
06,0.0,71.2,71.2,71.2,inf,aparece,unidad_responsable,06 Hacienda y Crédito Público,017 Diseño de la política de ingresos,311 Unidad de Política de Ingresos Tributarios,,311,,,,
08,0.0,72.0,72.0,72.0,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,283 Oficina de Representación en San Luis Potosí,,283,,,,
27,741.0,813.5,72.5,36.9,4.8,continúa,unidad_responsable,27 Anticorrupción y Buen Gobierno,001 Actividades de apoyo a la función pública y buen gobierno,600 Unidad de Asuntos Jurídicos,,600,,,,
08,0.0,72.8,72.8,72.8,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,285 Oficina de Representación en Sonora,,285,,,,
12,1187.6,1260.4,72.8,15.8,1.3,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NDE Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,,NDE,,,,
49,1863.6,1937.6,74.0,-15.5,-0.8,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,300 Fiscalía Especializada de Control Regional,,300,,,,
18,97.8,171.9,74.0,69.4,67.6,continúa,unidad_responsable,18 Energía,001 Actividades de apoyo administrativo,E00 Comisión Nacional para el Uso Eficiente de la Energía,,E00,,,,
18,0.0,75.0,75.0,75.0,inf,aparece,unidad_responsable,18 Energía,038 Articulación de la política de hidrocarburos,543 Dirección General de Desarrollo de Argumentación Técnica para la Implementación de la Política Regulatoria del Sector Hidrocarburos,,543,,,,
27,0.0,75.2,75.2,75.2,inf,aparece,unidad_responsable,27 Anticorrupción y Buen Gobierno,045 Política de Buen Gobierno,240 Unidad de Participación Social y Responsabilidad Compartida,,240,,,,
08,0.0,76.8,76.8,76.8,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,227 Dirección General de Producción Ganadera,,227,,,,
08,0.0,78.0,78.0,78.0,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,269 Oficina de Representación en Durango,,269,,,,
08,0.0,78.2,78.2,78.2,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,272 Oficina de Representación en Hidalgo,,272,,,,
12,2615.3,2695.0,79.7,-45.9,-1.7,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo administrativo,"L00 Centro Nacional de Equidad de Género, Salud Sexual y Reproductiva",,L00,,,,
49,399.5,481.8,82.2,63.1,15.1,continúa,unidad_responsable,49 Fiscalía General de la República,009 Investigar y perseguir los delitos cometidos en materia de derechos humanos,600 Fiscalía Especializada en materia de Derechos Humanos,,600,,,,
08,0.0,86.1,86.1,86.1,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,291 Oficina de Representación en Zacatecas,,291,,,,
08,0.0,86.2,86.2,86.2,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,270 Oficina de Representación en Guanajuato,,270,,,,
08,0.0,86.4,86.4,86.4,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,290 Oficina de Representación en Yucatán,,290,,,,
49,794.0,883.0,89.0,50.9,6.1,continúa,unidad_responsable,49 Fiscalía General de la República,001 Actividades de apoyo administrativo,811 Unidad de Recursos Humanos,,811,,,,
06,0.0,89.3,89.3,89.3,inf,aparece,unidad_responsable,06 Hacienda y Crédito Público,017 Diseño de la política de ingresos,310 Unidad de Política de Ingresos no Tributarios y sobre Hidrocarburos,,310,,,,
11,3014.9,3105.4,90.4,-54.3,-1.7,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo administrativo,MEY Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García,,MEY,,,,
08,0.0,91.4,91.4,91.4,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,267 Oficina de Representación en Chihuahua,,267,,,,
27,0.0,92.3,92.3,92.3,inf,aparece,unidad_responsable,27 Anticorrupción y Buen Gobierno,044 Política anticorrupción,430 Unidad de Auditoría y Control Gubernamental,,430,,,,
08,0.0,94.0,94.0,94.0,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,284 Oficina de Representación en Sinaloa,,284,,,,
11,722.1,819.3,97.3,62.6,8.3,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,"L8K El Colegio de México, A.C.",,L8K,,,,
08,0.0,98.4,98.4,98.4,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,273 Oficina de Representación en Jalisco,,273,,,,
54,0.0,101.9,101.9,101.9,inf,aparece,unidad_responsable,54 Mujeres,059 Política de fortalecimiento de la Igualdad Sustantiva entre Mujeres y Hombres,100 Secretaría,,100,,,,
08,0.0,102.6,102.6,102.6,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,271 Oficina de Representación en Guerrero,,271,,,,
11,5547.9,5650.7,102.8,-163.5,-2.8,continúa,unidad_responsable,11 Educación Pública,026 Diseño de la Política Educativa y Regulación de los Servicios,514 Dirección General de Universidades Tecnológicas y Politécnicas,,514,,,,
06,115.8,218.8,103.0,97.5,80.3,continúa,unidad_responsable,06 Hacienda y Crédito Público,001 Actividades de apoyo administrativo,A00 Instituto de Administración y Avalúos de Bienes Nacionales,,A00,,,,
49,2443.9,2548.4,104.4,-12.9,-0.5,continúa,unidad_responsable,49 Fiscalía General de la República,001 Actividades de apoyo administrativo,"830 Unidad Especializada de Recursos, Servicios e Infraestructura Inmobiliaria",,830,,,,
08,0.0,104.5,104.5,104.5,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,280 Oficina de Representación en Puebla,,280,,,,
08,0.0,110.4,110.4,110.4,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,279 Oficina de Representación en Oaxaca,,279,,,,
07,0.0,111.5,111.5,111.5,inf,aparece,unidad_responsable,07 Defensa Nacional,016 Servicios de dirección de la Aerolínea del Estado Mexicano,"HZK Aerolínea del Estado Mexicano, S.A. de C.V.",,HZK,,,,
49,805.5,917.3,111.7,73.1,8.7,continúa,unidad_responsable,49 Fiscalía General de la República,001 Actividades de apoyo administrativo,800 Oficialía Mayor,,800,,,,
04,1102.0,1214.7,112.7,59.8,5.2,continúa,unidad_responsable,04 Gobernación,"012 Determinación, ejecución y seguimiento a las acciones de búsqueda de Personas Desaparecidas y No Localizadas",X00 Comisión Nacional de Búsqueda de Personas,,X00,,,,
08,0.0,114.7,114.7,114.7,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,274 Oficina de Representación en el Estado de México,,274,,,,
08,0.0,116.4,116.4,116.4,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,287 Oficina de Representación en Tamaulipas,,287,,,,
06,11138.9,11261.4,122.5,-412.2,-3.5,continúa,unidad_responsable,06 Hacienda y Crédito Público,001 Actividades de apoyo a la función pública y buen gobierno,E00 Servicio de Administración Tributaria,,E00,,,,
08,0.0,124.0,124.0,124.0,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,275 Oficina de Representación en Michoacán,,275,,,,
18,0.0,128.6,128.6,128.6,inf,aparece,unidad_responsable,18 Energía,017 Regulación y permisos de electricidad e hidrocarburos,F00 Comisión Nacional de Energía,,F00,,,,
27,0.0,130.8,130.8,130.8,inf,aparece,unidad_responsable,27 Anticorrupción y Buen Gobierno,045 Política de Buen Gobierno,230 Unidad de Contrataciones Públicas,,230,,,,
15,283.5,422.6,139.1,125.5,42.2,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano",001 Actividades de apoyo administrativo,QDV Instituto Nacional del Suelo Sustentable,,QDV,,,,
12,5010.7,5150.4,139.7,-100.8,-1.9,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NHK Sistema Nacional para el Desarrollo Integral de la Familia,,NHK,,,,
18,284.9,427.1,142.2,128.5,43.1,continúa,unidad_responsable,18 Energía,001 Actividades de apoyo administrativo,T0K Instituto Nacional de Electricidad y Energías Limpias,,T0K,,,,
08,2035.8,2181.0,145.3,47.5,2.2,continúa,unidad_responsable,08 Agricultura y Desarrollo Rural,001 Actividades de apoyo administrativo,I00 Comisión Nacional de Acuacultura y Pesca,,I00,,,,
08,0.0,148.2,148.2,148.2,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,230 Coordinación General de Comercialización y Financiamiento,,230,,,,
08,0.0,149.2,149.2,149.2,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,289 Oficina de Representación en Veracruz,,289,,,,
06,133.3,292.0,158.7,152.3,109.0,continúa,unidad_responsable,06 Hacienda y Crédito Público,018 Diseño y conducción de la política de gasto público,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",,411,,,,
11,989.2,1148.3,159.1,111.7,10.8,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,A00 Universidad Pedagógica Nacional,,A00,,,,
38,0.0,163.0,163.0,163.0,inf,aparece,unidad_responsable,"38 Ciencia, Humanidades, Tecnología e Innovación",001 Actividades de apoyo a la función pública y buen gobierno,100 Secretaría,,100,,,,
07,1668.9,1835.5,166.6,86.5,4.9,continúa,unidad_responsable,07 Defensa Nacional,"001 Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",121 Comandancia II Región Militar,,121,,,,
49,1398.6,1568.3,169.7,102.6,7.0,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,260 Centro Federal Pericial Forense,,260,,,,
12,2434.2,2604.2,170.0,53.2,2.1,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NCZ Instituto Nacional de Pediatría,,NCZ,,,,
04,2576.9,2747.7,170.8,47.1,1.7,continúa,unidad_responsable,04 Gobernación,005 Planeación y conducción de la Política Interior,211 Unidad de Gobierno,,211,,,,
12,4657.4,4836.6,179.3,-44.3,-0.9,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo administrativo,R00 Centro Nacional para la Salud de la Infancia y la Adolescencia,,R00,,,,
08,0.0,189.4,189.4,189.4,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,266 Oficina de Representación en Chiapas,,266,,,,
11,1153.1,1343.7,190.6,135.3,11.2,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,MGH Universidad Autónoma Agraria Antonio Narro,,MGH,,,,
08,1615.0,1806.7,191.6,114.1,6.7,continúa,unidad_responsable,08 Agricultura y Desarrollo Rural,001 Actividades de apoyo a la función pública y buen gobierno,IZC Colegio de Postgraduados,,IZC,,,,
47,4856.1,5051.9,195.8,-37.3,-0.7,continúa,unidad_responsable,47 Entidades no Sectorizadas,001 Actividades de apoyo a la función pública y buen gobierno,AYB Instituto Nacional de los Pueblos Indígenas,,AYB,,,,
07,1885.8,2085.1,199.3,108.8,5.5,continúa,unidad_responsable,07 Defensa Nacional,"001 Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",124 Comandancia V Región Militar,,124,,,,
48,4402.0,4613.4,211.4,0.1,0.0,continúa,unidad_responsable,48 Cultura,001 Actividades de apoyo a la función pública y buen gobierno,D00 Instituto Nacional de Antropología e Historia,,D00,,,,
13,778.5,992.3,213.8,176.5,21.6,continúa,unidad_responsable,13 Marina,"019 Adquisición, construcción, reparación y mantenimiento de unidades navales",216 Dirección General de Servicios Generales e Hidrográficos,,216,,,,
13,12138.8,12367.8,228.9,-353.7,-2.8,continúa,unidad_responsable,13 Marina,018 Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales,"115 Fuerzas, Regiones, Zonas y Sectores Navales",,115,,,,
12,1645.3,1874.7,229.4,150.4,8.7,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,"NBB Hospital General ""Dr. Manuel Gea González""",,NBB,,,,
03,2745.8,2981.4,235.6,103.8,3.6,continúa,unidad_responsable,03 Poder Judicial,001 Otras Actividades,210 Sala Superior,,210,,,,
12,2024.8,2263.3,238.5,141.3,6.7,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NBG Hospital Infantil de México Federico Gómez,,NBG,,,,
55,0.0,242.3,242.3,242.3,inf,aparece,unidad_responsable,55 Agencia de Transformación Digital y Telecomunicaciones,"060 Definición, articulación y coordinación de las Políticas de Transformación Digital y Telecomunicaciones","120 Dirección General Jurídica, Cumplimiento Normativo y Gobernanza Tecnológica",,120,,,,
07,1822.5,2065.6,243.1,155.6,8.1,continúa,unidad_responsable,07 Defensa Nacional,"001 Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",127 Comandancia VIII Región Militar,,127,,,,
07,6677.0,6926.2,249.2,-71.3,-1.0,continúa,unidad_responsable,07 Defensa Nacional,016 Programa de igualdad entre mujeres y hombres SDN,116 Dirección General de Sanidad,,116,,,,
12,1972.2,2233.0,260.8,166.1,8.0,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NBV Instituto Nacional de Cancerología,,NBV,,,,
04,1700.1,1961.2,261.1,179.5,10.1,continúa,unidad_responsable,04 Gobernación,002 Servicios migratorios,K00 Instituto Nacional de Migración,,K00,,,,
07,2667.4,2930.3,262.9,134.9,4.8,continúa,unidad_responsable,07 Defensa Nacional,"001 Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",126 Comandancia VII Región Militar,,126,,,,
13,0.0,269.9,269.9,269.9,inf,aparece,unidad_responsable,13 Marina,001 Actividades de apoyo administrativo,"KDN Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",,KDN,,,,
12,1810.5,2081.7,271.3,184.4,9.7,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NCA Instituto Nacional de Cardiología Ignacio Chávez,,NCA,,,,
08,0.0,271.3,271.3,271.3,inf,aparece,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,225 Coordinación General de Producción Agrícola y Ganadera,,225,,,,
38,0.0,275.0,275.0,275.0,inf,aparece,unidad_responsable,"38 Ciencia, Humanidades, Tecnología e Innovación","051 Diseño y evaluación de políticas en ciencia, tecnología e innovación","300 Subsecretaría de Desarrollo Tecnológico, Vinculación e Innovación",,300,,,,
16,273.9,553.7,279.7,266.6,92.9,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,001 Actividades de apoyo administrativo,"512 Dirección General de Recursos Materiales, Inmuebles y Servicios",,512,,,,
49,282.5,567.5,285.0,271.5,91.7,continúa,unidad_responsable,49 Fiscalía General de la República,001 Actividades de apoyo administrativo,870 Unidad de Seguridad Institucional,,870,,,,
07,2617.7,2902.9,285.2,159.5,5.8,continúa,unidad_responsable,07 Defensa Nacional,"003 Investigación y desarrollo militar en coordinación con universidades públicas, instituciones públicas de educación superior y/o demás centros públicos de investigación superior",115 Dirección General de Educación Militar y Rectoría de la Universidad del Ejército y Fuerza Aérea,,115,,,,
12,2259.5,2560.4,300.9,192.5,8.1,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NAW Hospital Juárez de México,,NAW,,,,
54,0.0,327.6,327.6,327.6,inf,aparece,unidad_responsable,54 Mujeres,001 Actividades de apoyo a la función pública y buen gobierno,400 Unidad de Administración y Finanzas,,400,,,,
12,2414.5,2747.9,333.3,217.5,8.6,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NCG Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,,NCG,,,,
13,1318.8,1663.0,344.2,280.9,20.3,continúa,unidad_responsable,13 Marina,"019 Adquisición, construcción, reparación y mantenimiento de unidades navales",113 Estado Mayor General de la Armada,,113,,,,
07,2320.9,2665.4,344.6,233.2,9.6,continúa,unidad_responsable,07 Defensa Nacional,"001 Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",131 Comandancia XII Región Militar,,131,,,,
07,2908.2,3256.3,348.1,208.5,6.8,continúa,unidad_responsable,07 Defensa Nacional,013 Fortalecimiento de las capacidades de auxilio a la población civil mediante el Plan DN-III-E,125 Comandancia VI Región Militar,,125,,,,
54,0.0,352.5,352.5,352.5,inf,aparece,unidad_responsable,54 Mujeres,012 Programa para la Prevención y Detección de las Violencias Femenicidas y la Atención de las Causas,130 Coordinación General de Vinculación y Seguimiento,,130,,,,
08,3423.4,3782.6,359.2,194.8,5.4,continúa,unidad_responsable,08 Agricultura y Desarrollo Rural,001 Actividades de apoyo a la función pública y buen gobierno,A1I Universidad Autónoma Chapingo,,A1I,,,,
19,9135.9,9504.2,368.3,-70.2,-0.7,continúa,unidad_responsable,19 Aportaciones a Seguridad Social,"004 Cuota correspondiente de los Haberes, Haberes de Retiro y Pensiones",HXA Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,,HXA,,,,
12,4791.9,5176.7,384.8,154.8,3.1,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,"NBD Hospital General de México ""Dr. Eduardo Liceaga""",,NBD,,,,
38,0.0,413.2,413.2,413.2,inf,aparece,unidad_responsable,"38 Ciencia, Humanidades, Tecnología e Innovación","051 Diseño y evaluación de políticas en ciencia, tecnología e innovación",200 Subsecretaría de Ciencia y Humanidades,,200,,,,
18,165.3,589.1,423.8,415.9,240.1,continúa,unidad_responsable,18 Energía,037 Articulación de la política energética,111 Dirección General de Asuntos Internacionales,,111,,,,
54,0.0,436.5,436.5,436.5,inf,aparece,unidad_responsable,54 Mujeres,319 Programa de Atención Integral para el Bienestar de las Mujeres,200 Subsecretaría de Igualdad Sustantiva,,200,,,,
11,2644.3,3100.1,455.8,328.9,11.9,continúa,unidad_responsable,11 Educación Pública,001 Actividades de apoyo a la función pública y buen gobierno,L4J Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,,L4J,,,,
13,0.0,523.3,523.3,523.3,inf,aparece,unidad_responsable,13 Marina,021 Infraestructura marítimo-portuaria,"J3F Administración del Sistema Portuario Nacional Coatzacoalcos, S.A. de C.V.",,J3F,,,,
07,9203.3,9757.6,554.3,112.5,1.2,continúa,unidad_responsable,07 Defensa Nacional,017 Programa de Becas para los hijos del Personal de las Fuerzas Armadas en activo,111 Jefatura del Estado Mayor de la Defensa Nacional,,111,,,,
48,3386.4,3943.0,556.6,394.1,11.1,continúa,unidad_responsable,48 Cultura,001 Actividades de apoyo a la función pública y buen gobierno,E00 Instituto Nacional de Bellas Artes y Literatura,,E00,,,,
07,650.5,1255.2,604.7,573.5,84.1,continúa,unidad_responsable,07 Defensa Nacional,002 Operación y desarrollo de la Fuerza Aérea Mexicana,146 Comandancia del Ejército Mexicano,,146,,,,
07,18856.6,19482.2,625.6,-279.5,-1.4,continúa,unidad_responsable,07 Defensa Nacional,006 Fideicomiso de apoyo a deudos de militares fallecidos o a militares que hayan adquirido una incapacidad en 1/a. categoría en actos del servicio considerados de alto riesgo,120 Comandancia I Región Militar,,120,,,,
13,656.8,1316.6,659.9,628.3,91.3,continúa,unidad_responsable,13 Marina,"019 Adquisición, construcción, reparación y mantenimiento de unidades navales",220 Dirección General de Obras y Dragado,,220,,,,
12,1771.1,2497.2,726.1,641.1,34.5,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo a la función pública y buen gobierno,NCD Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,,NCD,,,,
13,1601.6,2357.0,755.4,678.5,40.4,continúa,unidad_responsable,13 Marina,022 Administración y Operación de Capitanías de Puerto y Asuntos Marítimos,211 Dirección General de Construcciones Navales,,211,,,,
13,29.7,800.5,770.8,769.3,2470.8,continúa,unidad_responsable,13 Marina,001 Actividades de apoyo a la función pública y buen gobierno,"J3C Administración del Sistema Portuario Nacional Puerto Chiapas, S.A. de C.V.",,J3C,,,,
13,0.0,776.0,776.0,776.0,inf,aparece,unidad_responsable,13 Marina,021 Infraestructura marítimo-portuaria,"J3G Administración del Sistema Portuario Nacional Salina Cruz, S.A. de C.V.",,J3G,,,,
12,3712.6,4503.4,790.8,612.6,15.7,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo administrativo,160 Comisión Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad,,160,,,,
