ticker,loe_major,years_to_major_LOE,pe_trailing,pe_trailing_xs_dev_pct,pe_trailing_oh_z,pe_trailing_oh_std,pe_trailing_oh_n,pe_forward,pe_forward_xs_dev_pct,pe_forward_oh_z,pe_forward_oh_std,pe_forward_oh_n,ev_ebitda,ev_ebitda_xs_dev_pct,ev_ebitda_oh_z,ev_ebitda_oh_std,ev_ebitda_oh_n,ev_sales,ev_sales_xs_dev_pct,ev_sales_oh_z,ev_sales_oh_std,ev_sales_oh_n,ev_fcf,ev_fcf_xs_dev_pct,ev_fcf_oh_z,ev_fcf_oh_std,ev_fcf_oh_n,price_book,price_book_xs_dev_pct,price_book_oh_z,price_book_oh_std,price_book_oh_n,dividend_yield,dividend_yield_xs_dev_pct,dividend_yield_oh_z,dividend_yield_oh_std,dividend_yield_oh_n,gross_margin,gross_margin_xs_dev_pct,gross_margin_oh_z,gross_margin_oh_std,gross_margin_oh_n,operating_margin,operating_margin_xs_dev_pct,operating_margin_oh_z,operating_margin_oh_std,operating_margin_oh_n,net_margin,net_margin_xs_dev_pct,net_margin_oh_z,net_margin_oh_std,net_margin_oh_n,roe,roe_xs_dev_pct,roe_oh_z,roe_oh_std,roe_oh_n,roic,roic_xs_dev_pct,roic_oh_z,roic_oh_std,roic_oh_n,net_debt_ebitda,net_debt_ebitda_xs_dev_pct,net_debt_ebitda_oh_z,net_debt_ebitda_oh_std,net_debt_ebitda_oh_n,interest_coverage,interest_coverage_xs_dev_pct,interest_coverage_oh_z,interest_coverage_oh_std,interest_coverage_oh_n,current_ratio,current_ratio_xs_dev_pct,current_ratio_oh_z,current_ratio_oh_std,current_ratio_oh_n,rnd_sales,rnd_sales_xs_dev_pct,rnd_sales_oh_z,rnd_sales_oh_std,rnd_sales_oh_n,capex_sales,capex_sales_xs_dev_pct,capex_sales_oh_z,capex_sales_oh_std,capex_sales_oh_n,fcf_conversion,fcf_conversion_xs_dev_pct,fcf_conversion_oh_z,fcf_conversion_oh_std,fcf_conversion_oh_n,revenue_cagr_3y,revenue_cagr_3y_xs_dev_pct,revenue_cagr_3y_oh_z,revenue_cagr_3y_oh_std,revenue_cagr_3y_oh_n,eps_growth_3y,eps_growth_3y_xs_dev_pct,eps_growth_3y_oh_z,eps_growth_3y_oh_std,eps_growth_3y_oh_n
SNY,2030?,4?,23.3797,-22.6024,NA,NA,0,8.1556,-57.2365,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.0554,134.7122,NA,NA,0,0.7207,0.0000,4.4036,0.0043,3,0.2054,-16.8517,-0.1116,0.0304,3,0.1672,-15.1786,1.0091,0.0372,3,0.1095,-38.5923,1.9561,0.0187,3,0.0616,-54.7744,-0.1728,0.0116,3,0.9506,-9.0187,0.8259,0.1413,3,10.8642,-30.6456,0.0257,5.5406,3,1.0920,-7.7874,-3.9511,0.0837,3,0.1679,-0.1519,1.7326,0.0044,3,0.0757,7.7764,0.6514,0.0091,3,0.9231,14.2560,-0.8657,0.1566,3,0.0482,-47.8799,NA,NA,0,0.0586,-44.9115,NA,NA,0
4502.T,2027?,1?,NA,NA,NA,NA,3,39.9672,109.5660,NA,NA,0,11.1610,-34.8149,0.1775,1.3974,3,3.0190,-47.9124,21.4631,0.0215,3,22.2466,-34.4743,-0.6076,11.9309,3,1.1732,-78.8271,2.2744,0.0798,3,0.0356,51.0190,-3.9872,0.0020,3,0.6512,-9.6399,-0.9372,0.0151,3,0.1031,-58.2786,0.0427,0.0301,3,-0.0338,-117.1532,-2.8222,0.0240,3,-0.0205,-111.5069,-2.6386,0.0153,3,0.0005,-99.6562,-1.4908,0.0110,3,5.8398,458.9451,3.1358,0.6418,3,0.0389,-99.7514,-1.9309,1.1581,3,1.0913,-7.8484,1.4500,0.0589,3,0.1500,-10.7697,-1.5281,0.0061,3,0.0920,30.9659,-0.6770,0.0306,3,6.2779,677.0568,NA,NA,2,0.0381,-58.8066,NA,NA,0,-0.1601,-250.5874,NA,NA,0
4568.T,2032?,6?,19.4553,-35.5938,-1.1530,19.1830,3,19.0095,-0.3249,NA,NA,0,17.1220,0.0000,-0.8110,8.2886,3,2.1730,-62.5086,-2.4558,0.9513,3,NA,NA,NA,NA,2,2.9176,-47.3465,-3.5784,0.5661,3,0.0286,21.0968,4.1070,0.0050,3,0.6849,-4.9688,-2.1235,0.0263,3,0.1079,-56.3255,-0.7252,0.0334,3,0.1224,-37.9193,-0.0999,0.0292,3,0.1562,-12.3968,0.8506,0.0438,3,0.1363,0.0000,0.4950,0.0427,3,-0.7282,-169.7011,2.6152,1.0055,3,33.9867,116.9625,0.2970,10.0544,3,2.4209,104.4307,-2.0486,0.1946,3,0.2195,30.5600,-0.6542,0.0178,3,0.0702,-0.1233,-0.3384,0.0192,3,-0.2745,-133.9824,-0.5983,1.1806,3,0.1842,99.0903,NA,NA,0,0.3511,230.2234,NA,NA,0
SUNPHARMA.NS,n/a,n/a,38.3165,26.8452,0.1114,5.0480,3,29.9072,56.8169,NA,NA,0,26.2010,53.0253,0.5443,3.5895,3,7.2520,25.1208,-0.2186,0.9895,3,49.3191,45.2657,0.1761,30.4995,3,5.5411,0.0000,-0.2317,0.7438,3,0.0083,-64.8760,-0.0443,0.0010,3,0.7737,7.3628,1.5559,0.0170,3,0.2335,-5.4887,1.1994,0.0119,3,0.1972,0.0000,-0.5657,0.0059,3,0.1374,-22.9405,-32.3353,0.0004,3,0.1341,-1.6320,-2.7764,0.0047,3,-1.5848,-251.6908,-1.4023,0.3055,3,45.6103,191.1644,-1.8869,5.3472,3,2.8243,138.4994,0.7216,0.3667,3,NA,NA,NA,NA,0,0.0620,-11.7754,5.1861,0.0031,3,0.7674,-5.0079,-0.7868,0.3429,3,0.1039,12.3114,NA,NA,0,0.1063,0.0000,NA,NA,0
DRREDDY.NS,n/a,n/a,30.2115,0.0140,8.2809,1.1411,3,20.2046,5.9417,NA,NA,0,18.1700,6.1208,8.2461,0.7126,3,3.0000,-48.2402,-2.4280,0.2972,3,54.1960,59.6302,-0.2517,26.3291,3,2.6070,-52.9524,-3.2981,0.4590,3,0.0067,-71.7544,1.9870,0.0005,3,0.5277,-26.7801,-6.4561,0.0089,3,0.1492,-39.6096,-10.7408,0.0079,3,0.1276,-35.3079,-5.2407,0.0106,3,0.1136,-36.2479,-6.3195,0.0129,3,0.0998,-26.7509,-5.7015,0.0156,3,-0.1323,-112.6631,1.9644,0.2632,3,15.6648,0.0000,-3.8666,7.0707,3,1.8021,52.1820,-2.0759,0.2781,3,0.0716,-57.4024,-4.7581,0.0022,3,0.1144,62.7768,1.3121,0.0123,3,0.4278,-47.0516,0.3537,0.2956,3,0.1096,18.4946,NA,NA,0,-0.0172,-116.1919,NA,NA,0
2359.HK,n/a,n/a,22.9802,-23.9248,NA,NA,0,19.0714,0.0000,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.0111,-53.0507,NA,NA,0,0.4764,-33.8970,3.3902,0.0191,3,0.3741,51.4139,3.7809,0.0218,3,0.4213,113.6694,24.7475,0.0074,3,0.2402,34.7765,5.7673,0.0114,3,0.2222,63.0242,7.9827,0.0075,3,-1.1745,-212.4142,-1.8163,0.3378,3,78.9993,404.3110,1.6800,10.0463,3,3.2065,170.7718,3.8361,0.2984,3,0.0246,-85.3515,-2.8665,0.0039,3,0.1218,73.3817,-0.2306,0.0647,3,0.6091,-24.6047,-0.5695,0.3690,3,0.0492,-46.8025,NA,NA,0,0.3284,208.8191,NA,NA,0
600276.SS,n/a,n/a,43.1311,42.7841,-2.1952,9.0138,3,30.9180,62.1169,NA,NA,0,33.1290,93.4879,-2.1552,7.7305,3,9.6170,65.9248,-1.3100,0.8851,3,37.8520,11.4900,NA,NA,2,5.5512,0.1822,-3.0104,0.3146,3,0.0038,-83.8965,-0.9702,0.0003,3,0.8621,19.6199,1.5167,0.0109,3,0.2718,10.0042,1.9689,0.0351,3,0.2438,23.6448,2.8885,0.0191,3,0.1258,-29.3994,1.2005,0.0163,3,0.1260,-7.5451,1.1344,0.0179,3,-4.2852,-510.1489,-2.1948,0.3001,3,607.8413,3780.3022,-0.6398,287.0842,3,8.0842,582.6792,-1.0461,1.5627,3,0.2201,30.9088,-1.2642,0.0076,3,0.0936,33.2636,1.8737,0.0124,3,1.0729,32.8052,0.3169,0.6699,3,0.1413,52.7451,NA,NA,0,0.2460,131.3551,NA,NA,0
TEVA,n/a,n/a,61.2833,102.8762,NA,NA,0,11.9555,-37.3120,NA,NA,0,13.1420,-23.2449,-0.1545,33.8787,3,3.2390,-44.1166,5.0818,0.2565,3,48.8597,43.9125,1.3770,10.7883,3,5.5268,-0.2579,2.6056,1.5227,3,NA,NA,NA,NA,0,0.5179,-28.1319,4.1175,0.0086,3,0.2290,-7.3096,2.6123,0.0105,3,0.0817,-58.5612,3.4431,0.0525,3,0.1783,0.0000,4.3650,0.1107,3,0.0855,-37.2295,3.1391,0.0311,3,4.3101,312.5346,-0.3870,16.9352,3,2.3352,-85.0930,2.1976,1.1906,3,1.0364,-12.4791,0.5948,0.0286,3,0.0587,-65.0841,-0.7491,0.0019,3,0.0290,-58.6854,-1.5411,0.0027,3,0.8142,0.7776,NA,NA,0,0.0496,-46.4059,NA,NA,0,NA,NA,NA,NA,0
SDZ.SW,n/a,n/a,60.8333,101.3865,NA,NA,0,19.6206,2.8794,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.0110,-53.5689,NA,NA,0,0.4736,-34.2832,0.4335,0.0073,3,0.1277,-48.3047,1.9159,0.0471,3,0.0819,-58.4518,1.7986,0.0413,3,0.0974,-45.3594,2.0228,0.0437,3,0.0717,-47.3752,1.3408,0.0419,3,2.0000,91.4273,-0.9743,2.0720,3,6.4864,-58.5927,0.8492,5.7025,3,1.1842,0.0000,-0.2094,0.2516,3,0.0941,-44.0216,2.9172,0.0015,3,0.0703,0.0000,1.8404,0.0070,3,0.8862,9.6932,NA,NA,2,0.0623,-32.6230,NA,NA,0,0.0203,-80.8759,NA,NA,0
LONN.SW,n/a,n/a,36.3672,20.3922,-0.1920,13.7268,3,25.5924,34.1922,NA,NA,0,17.9780,4.9994,0.0085,5.2814,3,6.2530,7.8847,0.5224,1.5049,3,NA,NA,NA,NA,0,4.8345,-12.7531,2.7583,0.6012,3,nan,nan,nan,0.0015,3,0.3535,-50.9425,0.6269,0.0420,3,0.2079,-15.8405,1.3010,0.0365,3,-0.0421,-121.3553,-3.7280,0.0424,3,-0.0348,-119.4962,-4.7959,0.0217,3,0.0838,-38.5101,1.2651,0.0203,3,1.8397,76.0817,0.9971,0.8688,3,7.7546,-50.4966,-0.2240,7.7684,3,1.8852,59.2007,0.7761,0.1431,3,0.0171,-89.7996,1.0120,0.0015,3,0.2102,199.1729,-2.1885,0.0221,3,-0.2248,-127.8304,NA,NA,2,0.0162,-82.4540,NA,NA,0,NA,NA,NA,NA,0
