ticker,loe_major,years_to_major_LOE,pe_trailing,pe_trailing_xs_dev_pct,pe_trailing_oh_z,pe_trailing_oh_std,pe_trailing_oh_n,pe_forward,pe_forward_xs_dev_pct,pe_forward_oh_z,pe_forward_oh_std,pe_forward_oh_n,ev_ebitda,ev_ebitda_xs_dev_pct,ev_ebitda_oh_z,ev_ebitda_oh_std,ev_ebitda_oh_n,ev_sales,ev_sales_xs_dev_pct,ev_sales_oh_z,ev_sales_oh_std,ev_sales_oh_n,ev_fcf,ev_fcf_xs_dev_pct,ev_fcf_oh_z,ev_fcf_oh_std,ev_fcf_oh_n,price_book,price_book_xs_dev_pct,price_book_oh_z,price_book_oh_std,price_book_oh_n,dividend_yield,dividend_yield_xs_dev_pct,dividend_yield_oh_z,dividend_yield_oh_std,dividend_yield_oh_n,gross_margin,gross_margin_xs_dev_pct,gross_margin_oh_z,gross_margin_oh_std,gross_margin_oh_n,operating_margin,operating_margin_xs_dev_pct,operating_margin_oh_z,operating_margin_oh_std,operating_margin_oh_n,net_margin,net_margin_xs_dev_pct,net_margin_oh_z,net_margin_oh_std,net_margin_oh_n,roe,roe_xs_dev_pct,roe_oh_z,roe_oh_std,roe_oh_n,roic,roic_xs_dev_pct,roic_oh_z,roic_oh_std,roic_oh_n,net_debt_ebitda,net_debt_ebitda_xs_dev_pct,net_debt_ebitda_oh_z,net_debt_ebitda_oh_std,net_debt_ebitda_oh_n,interest_coverage,interest_coverage_xs_dev_pct,interest_coverage_oh_z,interest_coverage_oh_std,interest_coverage_oh_n,current_ratio,current_ratio_xs_dev_pct,current_ratio_oh_z,current_ratio_oh_std,current_ratio_oh_n,rnd_sales,rnd_sales_xs_dev_pct,rnd_sales_oh_z,rnd_sales_oh_std,rnd_sales_oh_n,capex_sales,capex_sales_xs_dev_pct,capex_sales_oh_z,capex_sales_oh_std,capex_sales_oh_n,fcf_conversion,fcf_conversion_xs_dev_pct,fcf_conversion_oh_z,fcf_conversion_oh_std,fcf_conversion_oh_n,revenue_cagr_3y,revenue_cagr_3y_xs_dev_pct,revenue_cagr_3y_oh_z,revenue_cagr_3y_oh_std,revenue_cagr_3y_oh_n,eps_growth_3y,eps_growth_3y_xs_dev_pct,eps_growth_3y_oh_z,eps_growth_3y_oh_std,eps_growth_3y_oh_n
SNY,2030?,4?,24.0481,-21.8262,NA,NA,0,8.3888,-56.4059,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.0539,154.2181,NA,NA,0,0.7207,-1.1389,4.4036,0.0043,3,0.2054,-20.8058,-0.1116,0.0304,3,0.1672,-16.4755,1.0091,0.0372,3,0.1095,-43.6278,1.9561,0.0187,3,0.0616,-56.7321,-0.1728,0.0116,3,0.9506,-4.7223,0.8259,0.1413,3,10.8642,-29.8143,0.0257,5.5406,3,1.0920,-14.9328,-3.9511,0.0837,3,0.1679,-0.3033,1.7326,0.0044,3,0.0757,3.7427,0.6514,0.0091,3,0.9231,13.8135,-0.8657,0.1566,3,0.0482,-37.7213,NA,NA,0,0.0586,-38.5580,NA,NA,0
4502.T,2027?,1?,NA,NA,NA,NA,3,40.7508,111.7695,NA,NA,0,11.2760,-31.1557,0.2598,1.3974,3,3.0500,-47.5585,22.9055,0.0215,3,22.4761,-34.8769,-0.5883,11.9309,3,1.1962,-78.2316,2.5627,0.0798,3,0.0350,65.0111,-4.3232,0.0020,3,0.6512,-10.6690,-0.9372,0.0151,3,0.1031,-60.2626,0.0427,0.0301,3,-0.0338,-116.8909,-2.8222,0.0240,3,-0.0205,-110.5633,-2.6386,0.0153,3,0.0005,-99.6711,-1.4908,0.0110,3,5.8398,485.3403,3.1358,0.6418,3,0.0389,-99.7484,-1.9309,1.1581,3,1.0913,-14.9891,1.4500,0.0589,3,0.1500,-10.9050,-1.5281,0.0061,3,0.0920,26.0643,-0.6770,0.0306,3,6.2779,674.0475,NA,NA,2,0.0381,-50.7777,NA,NA,0,-0.1601,-267.9550,NA,NA,0
4568.T,2032?,6?,19.3412,-37.1272,-1.1589,19.1830,3,18.9154,-1.7022,NA,NA,0,16.9350,3.3946,-0.8335,8.2886,3,2.1490,-63.0502,-2.4810,0.9513,3,NA,NA,NA,NA,2,2.9032,-47.1692,-3.6039,0.5661,3,0.0287,35.5814,4.1354,0.0050,3,0.6849,-6.0510,-2.1235,0.0263,3,0.1079,-58.4024,-0.7252,0.0334,3,0.1224,-38.8685,-0.0999,0.0292,3,0.1562,-19.5804,0.8506,0.0438,3,0.1363,-4.3286,0.4950,0.0427,3,-0.7282,-172.9927,2.6152,1.0055,3,33.9867,119.5631,0.2970,10.0544,3,2.4209,88.5897,-2.0486,0.1946,3,0.2195,30.3620,-0.6542,0.0178,3,0.0702,-3.8613,-0.3384,0.0192,3,-0.2745,-133.8508,-0.5983,1.1806,3,0.1842,137.8944,NA,NA,0,0.3511,268.3089,NA,NA,0
SUNPHARMA.NS,n/a,n/a,37.3154,21.3021,-0.0869,5.0480,3,29.0565,50.9980,NA,NA,0,25.4060,55.1133,0.3228,3.5895,3,7.0320,20.9078,-0.4409,0.9895,3,47.8239,38.5672,0.1271,30.4995,3,5.3835,-2.0328,-0.4436,0.7438,3,0.0085,-59.7236,0.1924,0.0010,3,0.7737,6.1401,1.5559,0.0170,3,0.2335,-9.9832,1.1994,0.0119,3,0.1972,-1.5289,-0.5657,0.0059,3,0.1374,-29.2595,-32.3353,0.0004,3,0.1341,-5.8899,-2.7764,0.0047,3,-1.5848,-258.8541,-1.4023,0.3055,3,45.6103,194.6545,-1.8869,5.3472,3,2.8243,120.0184,0.7216,0.3667,3,NA,NA,NA,NA,0,0.0620,-15.0773,5.1861,0.0031,3,0.7674,-5.3757,-0.7868,0.3429,3,0.1039,34.2017,NA,NA,0,0.1063,11.5332,NA,NA,0
DRREDDY.NS,n/a,n/a,30.0331,-2.3706,8.1246,1.1411,3,19.8477,3.1423,NA,NA,0,17.8470,8.9627,7.7929,0.7126,3,2.9460,-49.3466,-2.6097,0.2972,3,53.2326,54.2386,-0.2883,26.3291,3,2.5609,-53.3975,-3.3984,0.4590,3,0.0068,-67.9665,2.2469,0.0005,3,0.5277,-27.6140,-6.4561,0.0089,3,0.1492,-42.4815,-10.7408,0.0079,3,0.1276,-36.2970,-5.2407,0.0106,3,0.1136,-41.4757,-6.3195,0.0129,3,0.0998,-29.9215,-5.7015,0.0156,3,-0.1323,-113.2611,1.9644,0.2632,3,15.6648,1.1987,-3.8666,7.0707,3,1.8021,40.3896,-2.0759,0.2781,3,0.0716,-57.4670,-4.7581,0.0022,3,0.1144,56.6846,1.3121,0.0123,3,0.4278,-47.2567,0.3537,0.2956,3,0.1096,41.5900,NA,NA,0,-0.0172,-118.0594,NA,NA,0
2359.HK,n/a,n/a,23.5581,-23.4190,NA,NA,0,19.5705,1.7022,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.0137,-35.3152,NA,NA,0,0.4764,-34.6498,3.3902,0.0191,3,0.3741,44.2134,3.7809,0.0218,3,0.4213,110.4025,24.7475,0.0074,3,0.2402,23.7246,5.7673,0.0114,3,0.2222,55.9676,7.9827,0.0075,3,-1.1745,-217.7228,-1.8163,0.3378,3,78.9993,410.3560,1.6800,10.0463,3,3.2065,149.7901,3.8361,0.2984,3,0.0246,-85.3738,-2.8665,0.0039,3,0.1218,66.8926,-0.2306,0.0647,3,0.6091,-24.8967,-0.5695,0.3690,3,0.0492,-36.4340,NA,NA,0,0.3284,244.4360,NA,NA,0
600276.SS,n/a,n/a,42.6721,38.7153,-2.2462,9.0138,3,30.5890,58.9618,NA,NA,0,32.9520,101.1844,-2.1781,7.7305,3,9.5650,64.4601,-1.3687,0.8851,3,37.6491,9.0863,NA,NA,2,5.4921,-0.0558,-3.1982,0.3146,3,0.0038,-81.8665,-0.8504,0.0003,3,0.8621,18.2576,1.5167,0.0109,3,0.2718,4.7730,1.9689,0.0351,3,0.2438,21.7543,2.8885,0.0191,3,0.1258,-35.1887,1.2005,0.0163,3,0.1260,-11.5471,1.1344,0.0179,3,-4.2852,-529.5174,-2.1948,0.3001,3,607.8413,3826.8139,-0.6398,287.0842,3,8.0842,529.7795,-1.0461,1.5627,3,0.2201,30.7102,-1.2642,0.0076,3,0.0936,28.2760,1.8737,0.0124,3,1.0729,32.2909,0.3169,0.6699,3,0.1413,82.5162,NA,NA,0,0.2460,158.0378,NA,NA,0
TEVA,n/a,n/a,60.9667,98.1858,NA,NA,0,11.8937,-38.1919,NA,NA,0,13.0900,-20.0806,-0.1561,33.8787,3,3.2270,-44.5151,5.0350,0.2565,3,48.6668,41.0095,1.3592,10.7883,3,5.4983,0.0558,2.5868,1.5227,3,NA,NA,NA,NA,0,0.5179,-28.9504,4.1175,0.0086,3,0.2290,-11.7174,2.6123,0.0105,3,0.0817,-59.1948,3.4431,0.0525,3,0.1783,-8.2002,4.3650,0.1107,3,0.0855,-39.9465,3.1391,0.0311,3,4.3101,332.0158,-0.3870,16.9352,3,2.3352,-84.9143,2.1976,1.1906,3,1.0364,-19.2610,0.5948,0.0286,3,0.0587,-65.1371,-0.7491,0.0019,3,0.0290,-60.2316,-1.5411,0.0027,3,0.8142,0.3873,NA,NA,0,0.0496,-35.9600,NA,NA,0,NA,NA,NA,NA,0
SDZ.SW,n/a,n/a,62.2034,102.2061,NA,NA,0,19.8627,3.2205,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.0109,-48.5543,NA,NA,0,0.4736,-35.0316,0.4335,0.0073,3,0.1277,-50.7631,1.9159,0.0471,3,0.0819,-59.0871,1.7986,0.0413,3,0.0974,-49.8400,2.0228,0.0437,3,0.0717,-49.6531,1.3408,0.0419,3,2.0000,100.4671,-0.9743,2.0720,3,6.4864,-58.0964,0.8492,5.7025,3,1.1842,-7.7488,-0.2094,0.2516,3,0.0941,-44.1065,2.9172,0.0015,3,0.0703,-3.7427,1.8404,0.0070,3,0.8862,9.2684,NA,NA,2,0.0623,-19.4907,NA,NA,0,0.0203,-78.6702,NA,NA,0
LONN.SW,n/a,n/a,36.5977,18.9689,-0.1752,13.7268,3,25.7380,33.7524,NA,NA,0,18.0720,10.3364,0.0263,5.2814,3,6.2860,8.0812,0.5443,1.5049,3,NA,NA,NA,NA,0,4.8620,-11.5238,2.8041,0.6012,3,0.0088,-58.2879,0.9045,0.0015,3,0.3535,-51.5012,0.6269,0.0420,3,0.2079,-19.8426,1.3010,0.0365,3,-0.0421,-121.0288,-3.7280,0.0424,3,-0.0348,-117.8974,-4.7959,0.0217,3,0.0838,-41.1717,1.2651,0.0203,3,1.8397,84.3969,0.9971,0.8688,3,7.7546,-49.9033,-0.2240,7.7684,3,1.8852,46.8645,0.7761,0.1431,3,0.0171,-89.8151,1.0120,0.0015,3,0.2102,187.9758,-2.1885,0.0221,3,-0.2248,-127.7227,NA,NA,2,0.0162,-79.0341,NA,NA,0,NA,NA,NA,NA,0
