year,age,sex,pop
2038,62,M,650419
2038,62,F,787785
2038,63,M,644719
2038,63,F,775844
2038,64,M,634457
2038,64,F,758334
2038,65,M,619802
2038,65,F,736063
2038,66,M,601655
2038,66,F,710528
2038,67,M,581025
2038,67,F,683144
2038,68,M,558690
2038,68,F,654680
2038,69,M,535574
2038,69,F,626064
2038,70,M,511775
2038,70,F,597539
2038,71,M,487509
2038,71,F,569203
2038,72,M,463465
2038,72,F,541673
2038,73,M,439322
2038,73,F,514447
2038,74,M,413859
2038,74,F,485933
2038,75,M,387160
2038,75,F,456115
2038,76,M,360325
2038,76,F,426219
2038,77,M,333717
2038,77,F,396475
2038,78,M,307141
2038,78,F,366469
2038,79,M,280847
2038,79,F,336570
2038,80,M,255418
2038,80,F,307522
2038,81,M,231511
2038,81,F,280009
2038,82,M,209064
2038,82,F,253936
2038,83,M,187275
2038,83,F,228250
2038,84,M,165539
2038,84,F,202366
2038,85,M,145286
2038,85,F,177918
2038,86,M,127523
2038,86,F,156104
2038,87,M,111882
2038,87,F,136711
2038,88,M,98501
2038,88,F,119999
2038,89,M,86481
2038,89,F,104925
2038,90,M,75155
2038,90,F,90703
2038,91,M,64619
2038,91,F,77406
2038,92,M,54940
2038,92,F,65175
2038,93,M,46152
2038,93,F,54102
2038,94,M,38154
2038,94,F,44095
2038,95,M,31052
2038,95,F,35278
2038,96,M,25011
2038,96,F,27826
2038,97,M,19868
2038,97,F,21549
2038,98,M,15497
2038,98,F,16309
2038,99,M,11879
2038,99,F,12068
2038,100,M,8950
2038,100,F,8724
2038,101,M,6624
2038,101,F,6152
2038,102,M,4811
2038,102,F,4226
2038,103,M,3429
2038,103,F,2826
2038,104,M,2393
2038,104,F,1834
2038,105,M,1629
2038,105,F,1147
2038,106,M,1079
2038,106,F,688
2038,107,M,695
2038,107,F,396
2038,108,M,434
2038,108,F,220
2038,109,M,260
2038,109,F,115
2039,0,M,862706
2039,0,F,830586
2039,1,M,870875
2039,1,F,838442
2039,2,M,879716
2039,2,F,846919
2039,3,M,888827
2039,3,F,855691
2039,4,M,898145
2039,4,F,864730
2039,5,M,907701
2039,5,F,874071
2039,6,M,917540
2039,6,F,883741
2039,7,M,927658
2039,7,F,893717
2039,8,M,937869
2039,8,F,903790
2039,9,M,948033
2039,9,F,913793
2039,10,M,958228
2039,10,F,923774
2039,11,M,968563
2039,11,F,933817
2039,12,M,979036
2039,12,F,943902
2039,13,M,989483
2039,13,F,953888
2039,14,M,999673
2039,14,F,963573
2039,15,M,1009183
2039,15,F,972719
2039,16,M,1017528
2039,16,F,981108
2039,17,M,1028523
2039,17,F,991671
2039,18,M,1035393
2039,18,F,999193
2039,19,M,1034432
2039,19,F,1001134
2039,20,M,1034111
2039,20,F,1003028
2039,21,M,1032140
2039,21,F,1002607
2039,22,M,1034184
2039,22,F,1006597
2039,23,M,1045644
2039,23,F,1019990
2039,24,M,1055534
2039,24,F,1032309
2039,25,M,1059184
2039,25,F,1039079
2039,26,M,1061530
2039,26,F,1044982
2039,27,M,1066841
2039,27,F,1053955
2039,28,M,1073345
2039,28,F,1064209
2039,29,M,1076162
2039,29,F,1071141
2039,30,M,1072993
2039,30,F,1072659
2039,31,M,1063816
2039,31,F,1069522
2039,32,M,1051244
2039,32,F,1064637
2039,33,M,1039244
2039,33,F,1060444
2039,34,M,1030642
2039,34,F,1058411
2039,35,M,1026396
2039,35,F,1059156
2039,36,M,1027075
2039,36,F,1063383
2039,37,M,1031519
2039,37,F,1070217
2039,38,M,1034702
2039,38,F,1074964
2039,39,M,1031213
2039,39,F,1072812
2039,40,M,1020258
2039,40,F,1063130
2039,41,M,1008362
2039,41,F,1052219
2039,42,M,1002190
2039,42,F,1046927
2039,43,M,1001377
2039,43,F,1047257
2039,44,M,1001890
2039,44,F,1049268
2039,45,M,1000084
2039,45,F,1049377
2039,46,M,994065
2039,46,F,1045905
2039,47,M,982362
2039,47,F,1037421
2039,48,M,963159
2039,48,F,1022158
2039,49,M,938375
2039,49,F,1002101
2039,50,M,913331
2039,50,F,982454
2039,51,M,889493
2039,51,F,965104
2039,52,M,865158
2039,52,F,948963
2039,53,M,839351
2039,53,F,933321
2039,54,M,810905
2039,54,F,916814
2039,55,M,779470
2039,55,F,898093
2039,56,M,747617
2039,56,F,878270
2039,57,M,718247
2039,57,F,858596
2039,58,M,693603
2039,58,F,840256
2039,59,M,674663
2039,59,F,824165
2039,60,M,660935
2039,60,F,810304
2039,61,M,651929
2039,61,F,798907
2039,62,M,646727
2039,62,F,789736
2039,63,M,642932
2039,63,F,780854
2039,64,M,636661
2039,64,F,768380
2039,65,M,625848
2039,65,F,750351
2039,66,M,610670
2039,66,F,727580
2039,67,M,592031
2039,67,F,701559
2039,68,M,570935
2039,68,F,673696
2039,69,M,548161
2039,69,F,644756
2039,70,M,524622
2039,70,F,615662
2039,71,M,500424
2039,71,F,586654
2039,72,M,475786
2039,72,F,557835
2039,73,M,451386
2039,73,F,529811
2039,74,M,426918
2039,74,F,502095
2039,75,M,401205
2039,75,F,473140
2039,76,M,374348
2039,76,F,442949
2039,77,M,347423
2039,77,F,412732
2039,78,M,320794
2039,78,F,382723
2039,79,M,294283
2039,79,F,352538
2039,80,M,268142
2039,80,F,322550
2039,81,M,242937
2039,81,F,293489
2039,82,M,219295
2039,82,F,266015
2039,83,M,197159
2039,83,F,240041
2039,84,M,175770
2039,84,F,214582
2039,85,M,154573
2039,85,F,189109
2039,86,M,134911
2039,86,F,165173
2039,87,M,117712
2039,87,F,143883
2039,88,M,102613
2039,88,F,125020
2039,89,M,89718
2039,89,F,108797
2039,90,M,78209
2039,90,F,94331
2039,91,M,67426
2039,91,F,80714
2039,92,M,57478
2039,92,F,68116
2039,93,M,48420
2039,93,F,56659
2039,94,M,40274
2039,94,F,46414
2039,95,M,32942
2039,95,F,37288
2039,96,M,26506
2039,96,F,29369
2039,97,M,21090
2039,97,F,22775
2039,98,M,16535
2039,98,F,17316
2039,99,M,12718
2039,99,F,12847
2039,100,M,9603
2039,100,F,9304
2039,101,M,7120
2039,101,F,6571
2039,102,M,5180
2039,102,F,4519
2039,103,M,3694
2039,103,F,3021
2039,104,M,2582
2039,104,F,1962
2039,105,M,1765
2039,105,F,1234
2039,106,M,1175
2039,106,F,747
2039,107,M,761
2039,107,F,432
2039,108,M,477
2039,108,F,240
2039,109,M,287
2039,109,F,125
2040,0,M,852360
2040,0,F,820612
2040,1,M,860421
2040,1,F,828359
2040,2,M,869165
2040,2,F,836706
2040,3,M,878253
2040,3,F,845396
2040,4,M,887535
2040,4,F,854327
2040,5,M,896989
2040,5,F,863494
2040,6,M,906657
2040,6,F,872941
2040,7,M,916591
2040,7,F,882703
2040,8,M,926787
2040,8,F,892753
2040,9,M,937062
2040,9,F,902882
2040,10,M,947274
2040,10,F,912925
2040,11,M,957496
2040,11,F,922925
2040,12,M,967833
2040,12,F,932957
2040,13,M,978258
2040,13,F,942993
2040,14,M,988573
2040,14,F,952856
2040,15,M,998401
2040,15,F,962320
2040,16,M,1007280
2040,16,F,971180
2040,17,M,1014913
2040,17,F,979238
2040,18,M,1025148
2040,18,F,989480
2040,19,M,1031282
2040,19,F,996681
2040,20,M,1029675
2040,20,F,998345
2040,21,M,1028794
2040,21,F,1000020
2040,22,M,1026375
2040,22,F,999457
2040,23,M,1028061
2040,23,F,1003364
2040,24,M,1039212
2040,24,F,1016709
2040,25,M,1048905
2040,25,F,1029034
2040,26,M,1052493
2040,26,F,1035868
2040,27,M,1054869
2040,27,F,1041863
2040,28,M,1060266
2040,28,F,1050933
2040,29,M,1066908
2040,29,F,1061286
2040,30,M,1069931
2040,30,F,1068324
2040,31,M,1067031
2040,31,F,1069955
2040,32,M,1058172
2040,32,F,1066930
2040,33,M,1045935
2040,33,F,1062148
2040,34,M,1034257
2040,34,F,1058038
2040,35,M,1025944
2040,35,F,1056070
2040,36,M,1021945
2040,36,F,1056856
2040,37,M,1022827
2040,37,F,1061103
2040,38,M,1027430
2040,38,F,1067934
2040,39,M,1030750
2040,39,F,1072669
2040,40,M,1027391
2040,40,F,1070503
2040,41,M,1016559
2040,41,F,1060809
2040,42,M,1004755
2040,42,F,1049876
2040,43,M,998619
2040,43,F,1044535
2040,44,M,997789
2040,44,F,1044790
2040,45,M,998245
2040,45,F,1046707
2040,46,M,996358
2040,46,F,1046709
2040,47,M,990239
2040,47,F,1043122
2040,48,M,978427
2040,48,F,1034518
2040,49,M,959118
2040,49,F,1019137
2040,50,M,934228
2040,50,F,998959
2040,51,M,909058
2040,51,F,979173
2040,52,M,885068
2040,52,F,961659
2040,53,M,860564
2040,53,F,945332
2040,54,M,834580
2040,54,F,929481
2040,55,M,805957
2040,55,F,912747
2040,56,M,774352
2040,56,F,893788
2040,57,M,742324
2040,57,F,873709
2040,58,M,712755
2040,58,F,853756
2040,59,M,687867
2040,59,F,835106
2040,60,M,668623
2040,60,F,818664
2040,61,M,654523
2040,61,F,804408
2040,62,M,645071
2040,62,F,792560
2040,63,M,639346
2040,63,F,782879
2040,64,M,634968
2040,64,F,773439
2040,65,M,628101
2040,65,F,760396
2040,66,M,616713
2040,66,F,741813
2040,67,M,600994
2040,67,F,718511
2040,68,M,581850
2040,68,F,691976
2040,69,M,560281
2040,69,F,663610
2040,70,M,537064
2040,70,F,634174
2040,71,M,513104
2040,71,F,604582
2040,72,M,488514
2040,72,F,575077
2040,73,M,463514
2040,73,F,545763
2040,74,M,438774
2040,74,F,517238
2040,75,M,414002
2040,75,F,489029
2040,76,M,388068
2040,76,F,459639
2040,77,M,361086
2040,77,F,429092
2040,78,M,334112
2040,78,F,398577
2040,79,M,307508
2040,79,F,368335
2040,80,M,281113
2040,80,F,338014
2040,81,M,255180
2040,81,F,307991
2040,82,M,230257
2040,82,F,278979
2040,83,M,206942
2040,83,F,251613
2040,84,M,185177
2040,84,F,225816
2040,85,M,164251
2040,85,F,200669
2040,86,M,143655
2040,86,F,175700
2040,87,M,124644
2040,87,F,152371
2040,88,M,108065
2040,88,F,131700
2040,89,M,93561
2040,89,F,113463
2040,90,M,81229
2040,90,F,97919
2040,91,M,70252
2040,91,F,84041
2040,92,M,60054
2040,92,F,71117
2040,93,M,50729
2040,93,F,59297
2040,94,M,42317
2040,94,F,48680
2040,95,M,34830
2040,95,F,39311
2040,96,M,28169
2040,96,F,31095
2040,97,M,22393
2040,97,F,24082
2040,98,M,17588
2040,98,F,18337
2040,99,M,13599
2040,99,F,13669
2040,100,M,10305
2040,100,F,9926
2040,101,M,7659
2040,101,F,7024
2040,102,M,5583
2040,102,F,4839
2040,103,M,3989
2040,103,F,3239
2040,104,M,2791
2040,104,F,2104
2040,105,M,1911
2040,105,F,1325
2040,106,M,1278
2040,106,F,806
2040,107,M,831
2040,107,F,471
2040,108,M,525
2040,108,F,262
2040,109,M,317
2040,109,F,137
2041,0,M,842187
2041,0,F,810826
2041,1,M,850082
2041,1,F,818435
2041,2,M,858694
2041,2,F,826653
2041,3,M,867677
2041,3,F,835208
2041,4,M,876933
2041,4,F,844052
2041,5,M,886349
2041,5,F,853108
2041,6,M,895913
2041,6,F,862381
2041,7,M,905675
2041,7,F,871917
2041,8,M,915687
2041,8,F,881751
2041,9,M,925947
2041,9,F,891857
2041,10,M,936271
2041,10,F,902025
2041,11,M,946513
2041,11,F,912086
2041,12,M,956740
2041,12,F,922075
2041,13,M,967034
2041,13,F,932057
2041,14,M,977332
2041,14,F,941970
2041,15,M,987293
2041,15,F,951614
2041,16,M,996500
2041,16,F,960793
2041,17,M,1004675
2041,17,F,969325
2041,18,M,1011562
2041,18,F,977070
2041,19,M,1021050
2041,19,F,986989
2041,20,M,1026500
2041,20,F,993902
2041,21,M,1024325
2041,21,F,995351
2041,22,M,1022975
2041,22,F,996881
2041,23,M,1020204
2041,23,F,996252
2041,24,M,1021621
2041,24,F,1000143
2041,25,M,1032547
2041,25,F,1013492
2041,26,M,1042117
2041,26,F,1025865
2041,27,M,1045709
2041,27,F,1032788
2041,28,M,1048172
2041,28,F,1038889
2041,29,M,1053697
2041,29,F,1048061
2041,30,M,1060508
2041,30,F,1058511
2041,31,M,1063756
2041,31,F,1065648
2041,32,M,1061135
2041,32,F,1067379
2041,33,M,1052592
2041,33,F,1064453
2041,34,M,1040683
2041,34,F,1059757
2041,35,M,1029315
2041,35,F,1055717
2041,36,M,1021273
2041,36,F,1053796
2041,37,M,1017502
2041,37,F,1054610
2041,38,M,1018564
2041,38,F,1058861
2041,39,M,1023305
2041,39,F,1065677
2041,40,M,1026737
2041,40,F,1070384
2041,41,M,1023483
2041,41,F,1068192
2041,42,M,1012751
2041,42,F,1058473
2041,43,M,1001016
2041,43,F,1047505
2041,44,M,994894
2041,44,F,1042103
2041,45,M,994023
2041,45,F,1042270
2041,46,M,994401
2041,46,F,1044078
2041,47,M,992410
2041,47,F,1043959
2041,48,M,986171
2041,48,F,1040241
2041,49,M,974233
2041,49,F,1031501
2041,50,M,954801
2041,50,F,1015985
2041,51,M,929790
2041,51,F,995669
2041,52,M,904481
2041,52,F,975728
2041,53,M,880325
2041,53,F,958032
2041,54,M,855639
2041,54,F,941499
2041,55,M,829464
2041,55,F,925418
2041,56,M,800650
2041,56,F,908435
2041,57,M,768864
2041,57,F,889214
2041,58,M,736651
2041,58,F,868855
2041,59,M,706872
2041,59,F,848599
2041,60,M,681728
2041,60,F,829612
2041,61,M,662162
2041,61,F,812790
2041,62,M,647671
2041,62,F,798105
2041,63,M,637749
2041,63,F,785772
2041,64,M,631475
2041,64,F,775545
2041,65,M,626488
2041,65,F,765507
2041,66,M,619000
2041,66,F,751855
2041,67,M,607017
2041,67,F,732684
2041,68,M,590743
2041,68,F,708821
2041,69,M,571084
2041,69,F,681745
2041,70,M,549039
2041,70,F,652851
2041,71,M,525380
2041,71,F,622899
2041,72,M,501006
2041,72,F,592794
2041,73,M,476034
2041,73,F,562779
2041,74,M,450690
2041,74,F,532963
2041,75,M,425631
2041,75,F,503933
2041,76,M,400582
2041,76,F,475234
2041,77,M,374460
2041,77,F,445422
2041,78,M,347394
2041,78,F,414539
2041,79,M,320418
2041,79,F,383758
2041,80,M,293889
2041,80,F,353326
2041,81,M,267667
2041,81,F,322922
2041,82,M,242002
2041,82,F,292926
2041,83,M,217424
2041,83,F,264035
2041,84,M,194499
2041,84,F,236858
2041,85,M,173171
2041,85,F,211325
2041,86,M,152772
2041,86,F,186584
2041,87,M,132839
2041,87,F,162218
2041,88,M,114538
2041,88,F,139596
2041,89,M,98634
2041,89,F,119643
2041,90,M,84805
2041,90,F,102228
2041,91,M,73054
2041,91,F,87338
2041,92,M,62654
2041,92,F,74141
2041,93,M,53078
2041,93,F,61993
2041,94,M,44403
2041,94,F,51020
2041,95,M,36657
2041,95,F,41295
2041,96,M,29836
2041,96,F,32838
2041,97,M,23843
2041,97,F,25544
2041,98,M,18712
2041,98,F,19427
2041,99,M,14497
2041,99,F,14505
2041,100,M,11045
2041,100,F,10585
2041,101,M,8240
2041,101,F,7512
2041,102,M,6022
2041,102,F,5186
2041,103,M,4312
2041,103,F,3479
2041,104,M,3022
2041,104,F,2263
2041,105,M,2072
2041,105,F,1425
2041,106,M,1388
2041,106,F,868
2041,107,M,907
2041,107,F,510
2041,108,M,576
2041,108,F,286
2041,109,M,350
2041,109,F,151
2042,0,M,832229
2042,0,F,801256
2042,1,M,839909
2042,1,F,808699
2042,2,M,848331
2042,2,F,816761
2042,3,M,857176
2042,3,F,825179
2042,4,M,866323
2042,4,F,833885
2042,5,M,875710
2042,5,F,842852
2042,6,M,885234
2042,6,F,852011
2042,7,M,894891
2042,7,F,861371
2042,8,M,904730
2042,8,F,870978
2042,9,M,914806
2042,9,F,880868
2042,10,M,925115
2042,10,F,891011
2042,11,M,935471
2042,11,F,901197
2042,12,M,945721
2042,12,F,911247
2042,13,M,955910
2042,13,F,921186
2042,14,M,966084
2042,14,F,931046
2042,15,M,976038
2042,15,F,940740
2042,16,M,985391
2042,16,F,950101
2042,17,M,993903
2042,17,F,958955
2042,18,M,1001336
2042,18,F,967176
2042,19,M,1007490
2042,19,F,974608
2042,20,M,1016274
2042,20,F,984237
2042,21,M,1021108
2042,21,F,990924
2042,22,M,1018452
2042,22,F,992232
2042,23,M,1016721
2042,23,F,993692
2042,24,M,1013687
2042,24,F,993064
2042,25,M,1014919
2042,25,F,996991
2042,26,M,1025692
2042,26,F,1010385
2042,27,M,1035206
2042,27,F,1022830
2042,28,M,1038857
2042,28,F,1029857
2042,29,M,1041450
2042,29,F,1036068
2042,30,M,1047137
2042,30,F,1045339
2042,31,M,1054139
2042,31,F,1055878
2042,32,M,1057623
2042,32,F,1063101
2042,33,M,1055283
2042,33,F,1064920
2042,34,M,1047052
2042,34,F,1062076
2042,35,M,1035459
2042,35,F,1057451
2042,36,M,1024384
2042,36,F,1053464
2042,37,M,1016596
2042,37,F,1051577
2042,38,M,1013032
2042,38,F,1052403
2042,39,M,1014253
2042,39,F,1056644
2042,40,M,1019107
2042,40,F,1063430
2042,41,M,1022627
2042,41,F,1068097
2042,42,M,1019455
2042,42,F,1065865
2042,43,M,1008800
2042,43,F,1056109
2042,44,M,997113
2042,44,F,1045094
2042,45,M,990983
2042,45,F,1039619
2042,46,M,990050
2042,46,F,1039684
2042,47,M,990327
2042,47,F,1041369
2042,48,M,988211
2042,48,F,1041112
2042,49,M,981833
2042,49,F,1037246
2042,50,M,969750
2042,50,F,1028353
2042,51,M,950181
2042,51,F,1012685
2042,52,M,925036
2042,52,F,992216
2042,53,M,899573
2042,53,F,972101
2042,54,M,875237
2042,54,F,954205
2042,55,M,850354
2042,55,F,937445
2042,56,M,823973
2042,56,F,921111
2042,57,M,794957
2042,57,F,903856
2042,58,M,762979
2042,58,F,884348
2042,59,M,730569
2042,59,F,863684
2042,60,M,700570
2042,60,F,843097
2042,61,M,675155
2042,61,F,823744
2042,62,M,655252
2042,62,F,806511
2042,63,M,640351
2042,63,F,791364
2042,64,M,629938
2042,64,F,778510
2042,65,M,623090
2042,65,F,767697
2042,66,M,617467
2042,66,F,757021
2042,67,M,609335
2042,67,F,742721
2042,68,M,596739
2042,68,F,722927
2042,69,M,579898
2042,69,F,698470
2042,70,M,559718
2042,70,F,670828
2042,71,M,537196
2042,71,F,641384
2042,72,M,513101
2042,72,F,610899
2042,73,M,488323
2042,73,F,580267
2042,74,M,462986
2042,74,F,549734
2042,75,M,437319
2042,75,F,519412
2042,76,M,411968
2042,76,F,489881
2042,77,M,386674
2042,77,F,460700
2042,78,M,360403
2042,78,F,430484
2042,79,M,333299
2042,79,F,399298
2042,80,M,306373
2042,80,F,368292
2042,81,M,279976
2042,81,F,337720
2042,82,M,253987
2042,82,F,307295
2042,83,M,228654
2042,83,F,277400
2042,84,M,204488
2042,84,F,248712
2042,85,M,182021
2042,85,F,221815
2042,86,M,161196
2042,86,F,196642
2042,87,M,141391
2042,87,F,172409
2042,88,M,122181
2042,88,F,148751
2042,89,M,104647
2042,89,F,126940
2042,90,M,89502
2042,90,F,107910
2042,91,M,76362
2042,91,F,91286
2042,92,M,65237
2042,92,F,77145
2042,93,M,55452
2042,93,F,64715
2042,94,M,46529
2042,94,F,53416
2042,95,M,38526
2042,95,F,43347
2042,96,M,31456
2042,96,F,34552
2042,97,M,25301
2042,97,F,27023
2042,98,M,19964
2042,98,F,20646
2042,99,M,15456
2042,99,F,15399
2042,100,M,11801
2042,100,F,11257
2042,101,M,8853
2042,101,F,8030
2042,102,M,6495
2042,102,F,5560
2042,103,M,4664
2042,103,F,3738
2042,104,M,3277
2042,104,F,2437
2042,105,M,2251
2042,105,F,1537
2042,106,M,1510
2042,106,F,937
2042,107,M,989
2042,107,F,551
2042,108,M,631
2042,108,F,311
2042,109,M,386
2042,109,F,165
2043,0,M,822412
2043,0,F,791819
2043,1,M,829953
2043,1,F,799177
2043,2,M,838139
2043,2,F,807055
2043,3,M,846787
2043,3,F,815311
2043,4,M,855791
2043,4,F,823877
2043,5,M,865067
2043,5,F,832703
2043,6,M,874561
2043,6,F,841771
2043,7,M,884177
2043,7,F,851015
2043,8,M,893909
2043,8,F,860445
2043,9,M,903811
2043,9,F,870108
2043,10,M,913936
2043,10,F,880035
2043,11,M,924278
2043,11,F,890196
2043,12,M,934644
2043,12,F,900370
2043,13,M,944862
2043,13,F,910371
2043,14,M,954938
2043,14,F,920188
2043,15,M,964779
2043,15,F,929831
2043,16,M,974138
2043,16,F,939245
2043,17,M,982807
2043,17,F,948283
2043,18,M,990584
2043,18,F,956829
2043,19,M,997282
2043,19,F,964740
2043,20,M,1002744
2043,20,F,971895
2043,21,M,1010886
2043,21,F,981293
2043,22,M,1015185
2043,22,F,987826
2043,23,M,1012137
2043,23,F,989068
2043,24,M,1010117
2043,24,F,990523
2043,25,M,1006907
2043,25,F,989948
2043,26,M,1008032
2043,26,F,993949
2043,27,M,1018722
2043,27,F,1007413
2043,28,M,1028238
2043,28,F,1019945
2043,29,M,1031997
2043,29,F,1027079
2043,30,M,1034757
2043,30,F,1033396
2043,31,M,1040631
2043,31,F,1042758
2043,32,M,1047838
2043,32,F,1053374
2043,33,M,1051565
2043,33,F,1060672
2043,34,M,1049503
2043,34,F,1062562
2043,35,M,1041574
2043,35,F,1059785
2043,36,M,1030284
2043,36,F,1055214
2043,37,M,1019484
2043,37,F,1051265
2043,38,M,1011929
2043,38,F,1049397
2043,39,M,1008550
2043,39,F,1050221
2043,40,M,1009906
2043,40,F,1054439
2043,41,M,1014850
2043,41,F,1061182
2043,42,M,1018433
2043,42,F,1065796
2043,43,M,1015319
2043,43,F,1063511
2043,44,M,1004718
2043,44,F,1053707
2043,45,M,993056
2043,45,F,1042632
2043,46,M,986895
2043,46,F,1037071
2043,47,M,985877
2043,47,F,1037019
2043,48,M,986031
2043,48,F,1038565
2043,49,M,983768
2043,49,F,1038154
2043,50,M,977230
2043,50,F,1034124
2043,51,M,964982
2043,51,F,1025060
2043,52,M,945257
2043,52,F,1009224
2043,53,M,919962
2043,53,F,988583
2043,54,M,894329
2043,54,F,968276
2043,55,M,869797
2043,55,F,950158
2043,56,M,844702
2043,56,F,933149
2043,57,M,818099
2043,57,F,916538
2043,58,M,788865
2043,58,F,898984
2043,59,M,756682
2043,59,F,879163
2043,60,M,724066
2043,60,F,858167
2043,61,M,693834
2043,61,F,837220
2043,62,M,668136
2043,62,F,817471
2043,63,M,647879
2043,63,F,799794
2043,64,M,632548
2043,64,F,784150
2043,65,M,621622
2043,65,F,770738
2043,66,M,614176
2043,66,F,759299
2043,67,M,607893
2043,67,F,747944
2043,68,M,599093
2043,68,F,732956
2043,69,M,585869
2043,69,F,712503
2043,70,M,568451
2043,70,F,687424
2043,71,M,547748
2043,71,F,659189
2043,72,M,524752
2043,72,F,629177
2043,73,M,500230
2043,73,F,598143
2043,74,M,475063
2043,74,F,566974
2043,75,M,449381
2043,75,F,535919
2043,76,M,423416
2043,76,F,505094
2043,77,M,397805
2043,77,F,475069
2043,78,M,372302
2043,78,F,445423
2043,79,M,345928
2043,79,F,414832
2043,80,M,318838
2043,80,F,383381
2043,81,M,292017
2043,81,F,352201
2043,82,M,265815
2043,82,F,321552
2043,83,M,240124
2043,83,F,291180
2043,84,M,215191
2043,84,F,261470
2043,85,M,191506
2043,85,F,233078
2043,86,M,169566
2043,86,F,206558
2043,87,M,149312
2043,87,F,181852
2043,88,M,130166
2043,88,F,158237
2043,89,M,111741
2043,89,F,135395
2043,90,M,95062
2043,90,F,114611
2043,91,M,80687
2043,91,F,96469
2043,92,M,68277
2043,92,F,80731
2043,93,M,57817
2043,93,F,67426
2043,94,M,48682
2043,94,F,55840
2043,95,M,40434
2043,95,F,45452
2043,96,M,33115
2043,96,F,36328
2043,97,M,26723
2043,97,F,28484
2043,98,M,21226
2043,98,F,21883
2043,99,M,16525
2043,99,F,16398
2043,100,M,12611
2043,100,F,11977
2043,101,M,9481
2043,101,F,8559
2043,102,M,6997
2043,102,F,5958
2043,103,M,5044
2043,103,F,4018
2043,104,M,3554
2043,104,F,2626
2043,105,M,2448
2043,105,F,1660
2043,106,M,1646
2043,106,F,1014
2043,107,M,1080
2043,107,F,596
2043,108,M,690
2043,108,F,338
2043,109,M,425
2043,109,F,181
2044,0,M,812656
2044,0,F,782431
2044,1,M,820148
2044,1,F,789785
2044,2,M,828175
2044,2,F,797562
2044,3,M,836579
2044,3,F,805630
2044,4,M,845385
2044,4,F,814030
2044,5,M,854516
2044,5,F,822714
2044,6,M,863897
2044,6,F,831639
2044,7,M,873480
2044,7,F,840791
2044,8,M,883170
2044,8,F,850104
2044,9,M,892965
2044,9,F,859588
2044,10,M,902916
2044,10,F,869288
2044,11,M,913073
2044,11,F,879233
2044,12,M,923427
2044,12,F,889382
2044,13,M,933764
2044,13,F,899508
2044,14,M,943876
2044,14,F,909389
2044,15,M,953632
2044,15,F,918991
2044,16,M,962891
2044,16,F,928356
2044,17,M,971577
2044,17,F,937450
2044,18,M,979519
2044,18,F,946184
2044,19,M,986563
2044,19,F,954423
2044,20,M,992566
2044,20,F,962059
2044,21,M,997398
2044,21,F,968995
2044,22,M,1004979
2044,22,F,978235
2044,23,M,1008831
2044,23,F,984687
2044,24,M,1005488
2044,24,F,985927
2044,25,M,1003270
2044,25,F,987430
2044,26,M,999969
2044,26,F,986944
2044,27,M,1001064
2044,27,F,991043
2044,28,M,1011736
2044,28,F,1004589
2044,29,M,1021308
2044,29,F,1017213
2044,30,M,1025218
2044,30,F,1024449
2044,31,M,1028176
2044,31,F,1030864
2044,32,M,1034255
2044,32,F,1040305
2044,33,M,1041678
2044,33,F,1050987
2044,34,M,1045648
2044,34,F,1058344
2044,35,M,1043858
2044,35,F,1060290
2044,36,M,1036217
2044,36,F,1057564
2044,37,M,1025209
2044,37,F,1053033
2044,38,M,1014664
2044,38,F,1049108
2044,39,M,1007318
2044,39,F,1047244
2044,40,M,1004100
2044,40,F,1048054
2044,41,M,1005565
2044,41,F,1052235
2044,42,M,1010572
2044,42,F,1058922
2044,43,M,1014193
2044,43,F,1063470
2044,44,M,1011110
2044,44,F,1061121
2044,45,M,1000538
2044,45,F,1051255
2044,46,M,988876
2044,46,F,1040108
2044,47,M,982661
2044,47,F,1034446
2044,48,M,981534
2044,48,F,1034264
2044,49,M,981538
2044,49,F,1035654
2044,50,M,979104
2044,50,F,1035072
2044,51,M,972381
2044,51,F,1030860
2044,52,M,959946
2044,52,F,1021607
2044,53,M,940046
2044,53,F,1005582
2044,54,M,914581
2044,54,F,984750
2044,55,M,888760
2044,55,F,964231
2044,56,M,864012
2044,56,F,945869
2044,57,M,838684
2044,57,F,928585
2044,58,M,811842
2044,58,F,911672
2044,59,M,782374
2044,59,F,893791
2044,60,M,749972
2044,60,F,873628
2044,61,M,717136
2044,61,F,852271
2044,62,M,686658
2044,62,F,830934
2044,63,M,660662
2044,63,F,810757
2044,64,M,640036
2044,64,F,792603
2044,65,M,624256
2044,65,F,776427
2044,66,M,612794
2044,66,F,762418
2044,67,M,604726
2044,67,F,750312
2044,68,M,597758
2044,68,F,738236
2044,69,M,588272
2044,69,F,722521
2044,70,M,574405
2044,70,F,701374
2044,71,M,556402
2044,71,F,675643
2044,72,M,535175
2044,72,F,646794
2044,73,M,511712
2044,73,F,616196
2044,74,M,486777
2044,74,F,584602
2044,75,M,461238
2044,75,F,552893
2044,76,M,435236
2044,76,F,521316
2044,77,M,409005
2044,77,F,489996
2044,78,M,383169
2044,78,F,459493
2044,79,M,357501
2044,79,F,429408
2044,80,M,331072
2044,80,F,398478
2044,81,M,304053
2044,81,F,366813
2044,82,M,277400
2044,82,F,335520
2044,83,M,251457
2044,83,F,304866
2044,84,M,226133
2044,84,F,274632
2044,85,M,201672
2044,85,F,245202
2044,86,M,178538
2044,86,F,217209
