archivo_origen,anio,mes,entidad,sexo,modalidad,sector,personas
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Todos Los Seguros Prestaciones y Servicios,Municipio,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Cvro. Salud,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Seguro de Salud (solo Servicio Medico),Agrupacion,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,H,Cvro. Salud,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,10
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Cvro. R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Cvro. R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Cvro. R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Cvro. R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Seguro de Salud (solo Servicio Medico),Agrupacion,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,H,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,H,Cvro. R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Seguro de Salud (solo Servicio Medico),Municipio,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Cvro. R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Cvro. R.c.v.,Organismo Descentralizado,9
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,H,Seguro de Salud (solo Servicio Medico),Agrupacion,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Seguro de Salud (solo Servicio Medico),Agrupacion,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Seguro de Salud (solo Servicio Medico),Agrupacion,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Cvro. R.c.v.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Cvro. Salud,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Seguro de Salud (solo Servicio Medico),Agrupacion,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Cvro. R.c.v.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,M,Cvro. Salud,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Cvro. R.c.v.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,H,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Cvro. Salud,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Serv. Med. a Benef. Por Resol. Jud. S/insc. Benefs.,Dependencia Federal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,M,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,8
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,M,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Seguro de Salud (solo Servicio Medico),Agrupacion,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Seguro de Salud (solo Servicio Medico),Agrupacion,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,H,Servicio Medico del Seguro de Salud y Sar,Municipio,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Servicio Medico del Seguro de Salud y Sar,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Gobierno Estatal,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Seguro de Salud (solo Servicio Medico),Agrupacion,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,H,Cvro. R.c.v.,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Seguro de Salud (solo Servicio Medico),Agrupacion,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Todos Los Seguros Prestaciones y Servicios,Municipio,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Seguros de Salud(solo Servicio Medico)y de Riesgos del Trab.,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,M,Seguro de Salud (solo Servicio Medico),Agrupacion,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,7
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Servicio Medico del Seguro de Salud y Sar,Municipio,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Cvro. R.c.v.,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Seguro de Salud (solo Servicio Medico),Agrupacion,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Todos Los Seguros Prestaciones y Servicios,Municipio,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Seguro de Salud (solo Servicio Medico),Agrupacion,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,M,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Fovissste y Retiro,Organismo Autonomo,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Cvro. Salud,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Seguros de Salud(solo Servicio Medico)y de Riesgos del Trab.,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Cvro. R.c.v.,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Cvro. R.c.v.,Organismo Descentralizado,6
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,6
